log_lmax,L_sd_log
2.19722457733622,0.538453904459281
2.30258509299405,0.521406063994363
1.79175946922806,0.282976151503444
1.79175946922806,0.285049923060288
3.09104245335832,0.462236658249362
3.91202300542815,0.304236385905719
2.89037175789616,0.771379213777697
2.70805020110221,0.593781334439345
3.17805383034795,0.534434610030925
2.19722457733622,0.504549826975546
2.30258509299405,0.347093030248713
3.17805383034795,0.562826918045413
2.56494935746154,0.313907968455338
3.58351893845611,0.769295295394847
2.19722457733622,0.488071317213677
2.19722457733622,0.525582620701914
2.30258509299405,0.680970347161767
2.83321334405622,0.50811875112578
3.13549421592915,0.352796073363613
3.09104245335832,0.387071267383251
2.70805020110221,0.580467979729652
1.6094379124341,0.419422631876163
2.89037175789616,0.447104096039026
2.07944154167984,0.369575270855
4.38202663467388,0.526219604703816
2.484906649788,0.230207476596294
2.39789527279837,0.565952303006889
2.83321334405622,0.809960257784612
4.00733318523247,0.527798496578436
2.30258509299405,0.572988118135194
2.30258509299405,0.151621765157535
4.38202663467388,0.603178533709141
3.13549421592915,0.376998441723716
1.94591014905531,0.54487879655613
2.70805020110221,0.605662103666297
2.19722457733622,0.326568557892326
2.39789527279837,0.749897166527287
2.484906649788,0.321217296028127
2.07944154167984,0.548514013607866
2.70805020110221,0.730641281431138
2.70805020110221,0.171411051435724
1.79175946922806,0.449723918916192
2.99573227355399,0.415012364371239
2.02814824729229,0.628126978413678
3.2188758248682,1.09596192214671
1.79175946922806,0.693147180559945
3.40119738166216,0.379502659235216
2.19722457733622,0.546276976816419
4.38202663467388,0.950139416294724
3.09104245335832,0.275521377513108
1.79175946922806,0.348026735396589
2.07944154167984,0.286319587055185
3.2188758248682,0.278311445247574
3.40119738166216,0.0384751183674272
2.14006616349627,0.321665343268571
1.94591014905531,0.260500662544621
3.2188758248682,0.541287197539684
3.91202300542815,0.585691588961886
3.46573590279973,0.699284649535179
3.09104245335832,0.559181041437911
2.484906649788,0.565150610642916
3.40119738166216,0.564572375584806
2.70805020110221,0.365320640715569
2.99573227355399,0.394879380492208
2.30258509299405,0.500609969399805
2.83321334405622,0.134430737993361
3.2188758248682,0.693147180559945
2.89037175789616,0.794071485711934
3.55534806148941,0.0874581519676836
3.8286413964891,0.792432473176478
2.56494935746154,0.452837344398278
1.38629436111989,0.450271430260218
2.99573227355399,0.607853089698432
1.33500106673234,0.33822119203626
2.99573227355399,0.365320640715569
1.50407739677627,0.302674418313395
1.38629436111989,0.280073755276728
2.56494935746154,0.108882904002766
3.91202300542815,0.274484254502081
2.07944154167984,0.117606977888594
1.38629436111989,0.282976151503444
4.0943445622221,0.730641281431138
2.4423470353692,0.33822119203626
1.25276296849537,0.331126542154136
3.8286413964891,0.331273976118078
3.3322045101752,0.194405639370669
3.78418963391826,0.405913390550296
3.09104245335832,0.213698875558034
1.94591014905531,0.472472455055177
3.91202300542815,0.488792362506757
3.80666248977032,0.923653586500578
3.91202300542815,0.307938715894922
3.68887945411394,0.210671224730275
3.2188758248682,0.220071678582836
2.99573227355399,0.513473534527013
3.2188758248682,0.907746479619999
4.0943445622221,0.0812445418529178
4.38202663467388,0.227710674564497
3.68887945411394,0.687110186684296
3.91202300542815,0.371205009275366
1.79175946922806,0.311546489200199
2.07944154167984,0.317703489319322
1.6094379124341,0.213698875558034
2.484906649788,0.365320640715569
2.70805020110221,0.756939030208085
3.21486780347066,0.932808176533699
3.17805383034795,0.555998986266834
2.99573227355399,0.282976151503444
4.49980967033027,0.355885326713653
1.6094379124341,0.310874327706912
2.99573227355399,0.515106812917801
3.02042488614436,0.512227288552038
2.17853244432407,0.336508668667636
2.2512917986065,0.448159328322739
4.24849524204936,0.156464424219507
2.99573227355399,0.605685793463796
2.39789527279837,0.151621765157535
3.91202300542815,0.37286128486737
2.99573227355399,0.208814237323519
2.484906649788,0.30771696440132
3.40119738166216,0.232246793824439
3.40119738166216,0.466664042169057
3.91202300542815,0.737684657694281
2.99573227355399,0.249915123290304
2.86220088092947,0.538983368829812
2.50959926237837,0.28711613901206
4.15888308335967,0.34133864121265
2.99573227355399,0.216436738035231
1.79175946922806,0.258937957006493
3.40119738166216,0.291115858812394
2.89037175789616,0.373944103093258
2.01490302054226,0.197846714290421
2.30258509299405,0.44759216705368
2.77258872223978,0.307301412318624
4.13150271018903,0.225394043635511
1.45861502269952,0.298506558797894
3.80666248977032,0.486890018588183
3.46573590279973,0.626238006215869
4.0943445622221,0.135170276548502
1.79175946922806,0.426583233946157
2.70805020110221,0.152129531090276
2.70805020110221,0.701903497315222
3.25809653802148,0.210362344724378
3.7387458787341,0.854558361260201
3.40119738166216,0.5037825790027
2.12026353620009,0.197846714290421
2.01490302054226,0.246092064633144
2.83321334405622,0.182511005427897
1.6094379124341,0.197846714290421
4.0943445622221,0.843977954800524
2.24789422050365,0.0631505807829393
3.2188758248682,0.380102624407703
3.2188758248682,0.213698875558034
1.79175946922806,0.197846714290421
3.55534806148941,0.212480121661391
2.07944154167984,0.33822119203626
1.25276296849537,0.33822119203626
3.41361990166071,0.33822119203626
1.50407739677627,0.355577001031682
1.6094379124341,0.295765852506533
2.12026353620009,0.259646955445182
