group,bin_mid,norm_density
fish-only,1536,1.46484375e-05
combined,1689.6,3.41796875e-05
fish-only,1536,9.765625e-07
combined,1689.6,2.83203125e-05
fish-only,1536,9.765625e-07
combined,1689.6,2.34375e-05
fish-only,1536,1.953125e-06
combined,1689.6,7.8125e-06
fish-only,1536,1.953125e-06
combined,1689.6,5.50130208333333e-05
fish-only,1536,6.8359375e-06
combined,1689.6,3.41796875e-05
fish-only,1536,3.90625e-06
combined,1689.6,3.41796875e-05
fish-only,1536,1.5625e-05
combined,1689.6,2.5390625e-05
fish-only,1536,1.953125e-06
combined,1689.6,0.0007041015625
fish-only,1536,1.26953125e-05
combined,1689.6,2.734375e-05
fish-only,1536,2.9296875e-06
combined,1689.6,2.734375e-05
fish-only,1536,6.41741071428571e-06
combined,1689.6,5.6640625e-05
fish-only,1536,9.765625e-07
combined,1689.6,1.5625e-05
fish-only,1536,1.3671875e-05
combined,1689.6,5.078125e-05
fish-only,1536,1.3671875e-05
combined,1689.6,0.000158203125
fish-only,1536,1.953125e-06
combined,1689.6,7.91015625e-05
fish-only,1536,1.953125e-06
combined,1689.6,0.0001025390625
fish-only,1536,2.1484375e-05
combined,1689.6,0.0002421875
fish-only,1536,9.765625e-07
combined,1689.6,0.0001513671875
fish-only,1536,1.26953125e-05
combined,1689.6,9.47265625e-05
fish-only,1536,6.51041666666667e-06
combined,1689.6,0.000947916666666667
fish-only,1536,6.25e-05
combined,1689.6,6.25e-05
fish-only,1536,6.8359375e-06
combined,1689.6,0.00011328125
fish-only,1536,3.41796875e-06
combined,1689.6,2.880859375e-05
fish-only,1536,1.953125e-06
combined,1689.6,1.7578125e-05
fish-only,1536,9.765625e-06
combined,1689.6,1.3671875e-05
fish-only,1536,1.953125e-06
combined,1689.6,5.37109375e-05
fish-only,1536,9.765625e-07
combined,1689.6,1.3671875e-05
fish-only,1536,9.765625e-07
combined,1689.6,1.171875e-05
fish-only,1536,9.765625e-07
combined,1689.6,6.8359375e-06
fish-only,1536,4.8828125e-06
combined,1689.6,8.10546875e-05
fish-only,1536,9.765625e-07
combined,1689.6,2.9296875e-05
fish-only,1536,1.953125e-06
combined,1689.6,8.7890625e-06
fish-only,1536,2.9296875e-06
combined,1689.6,6.8359375e-06
fish-only,1536,6.8359375e-06
combined,1689.6,5.859375e-05
fish-only,1536,2.9296875e-05
combined,1689.6,3.515625e-05
fish-only,1536,1.953125e-06
combined,1689.6,0.0001123046875
fish-only,1536,1.953125e-06
combined,1689.6,1.953125e-06
fish-only,1536,1.953125e-06
combined,1689.6,0.0001103515625
fish-only,1536,1.953125e-06
combined,1689.6,1.26953125e-05
fish-only,1536,3.90625e-06
combined,1689.6,1.3671875e-05
fish-only,1536,1.953125e-06
combined,1689.6,2.05078125e-05
fish-only,1536,1.46484375e-06
combined,1689.6,0.00025634765625
fish-only,1536,7.32421875e-06
combined,1689.6,2.783203125e-05
fish-only,1536,4.296875e-05
combined,1689.6,7.32421875e-05
fish-only,1536,9.765625e-07
combined,1689.6,0.00017333984375
fish-only,1536,4.8828125e-06
combined,1689.6,0.00011279296875
fish-only,1536,2.44140625e-06
combined,1689.6,0.0001201171875
fish-only,1536,4.8828125e-06
combined,1689.6,0.0002021484375
fish-only,1536,1.07421875e-05
combined,1689.6,0.0001171875
fish-only,1536,5.859375e-06
combined,1689.6,0.0001376953125
fish-only,1536,3.90625e-06
combined,1689.6,7.421875e-05
fish-only,1536,4.052734375e-05
combined,1689.6,8.88671875e-05
fish-only,1536,4.8828125e-06
combined,1689.6,6.787109375e-05
fish-only,1536,1.953125e-06
combined,1689.6,4.6875e-05
fish-only,1536,5.859375e-06
combined,1689.6,0.00026318359375
fish-only,1536,1.953125e-06
combined,1689.6,3.90625e-06
fish-only,1536,5.859375e-06
combined,1689.6,0.000224609375
fish-only,1536,8.7890625e-06
combined,1689.6,1.85546875e-05
fish-only,1536,4.8828125e-07
combined,1689.6,8.69140625e-05
fish-only,1536,3.90625e-06
combined,1689.6,0.000103515625
fish-only,1536,9.765625e-06
combined,1689.6,0.0001435546875
fish-only,1536,1.26953125e-05
combined,1689.6,0.00034814453125
fish-only,1536,9.27734375e-06
combined,1689.6,4.345703125e-05
fish-only,1536,1.220703125e-05
combined,1689.6,4.150390625e-05
fish-only,1536,2.9296875e-06
combined,1689.6,0.000158203125
fish-only,1536,2.01822916666667e-05
combined,1689.6,0.0003984375
fish-only,1536,3.857421875e-05
combined,1689.6,0.0002587890625
fish-only,1536,7.03125e-05
combined,1689.6,9.814453125e-05
fish-only,1536,2.44140625e-06
combined,1689.6,2.34375e-05
fish-only,1536,1.46484375e-05
combined,1689.6,0.0003671875
fish-only,1536,9.765625e-07
combined,1689.6,8.7890625e-06
fish-only,1536,9.765625e-07
combined,1689.6,1.85546875e-05
fish-only,1536,4.150390625e-06
combined,1689.6,1.220703125e-05
fish-only,1536,2.44140625e-07
combined,1689.6,7.32421875e-06
fish-only,1536,1.1328125e-05
combined,1689.6,1.25e-05
fish-only,1536,7.8125e-06
combined,1689.6,1.2109375e-05
fish-only,1536,5.126953125e-06
combined,1689.6,7.080078125e-06
fish-only,1536,8.7890625e-06
combined,1689.6,1.171875e-05
fish-only,1536,8.30078125e-06
combined,1689.6,1.6845703125e-05
fish-only,1536,7.32421875e-07
combined,1689.6,6.34765625e-06
fish-only,1536,2.44140625e-06
combined,1689.6,2.44140625e-06
fish-only,1536,6.8359375e-06
combined,1689.6,6.8359375e-06
fish-only,1536,1.04166666666667e-05
combined,1689.6,2.86458333333333e-05
fish-only,1536,3.90625e-06
combined,1689.6,6.8359375e-06
fish-only,1536,2.9296875e-06
combined,1689.6,1.46484375e-05
fish-only,1536,1.04166666666667e-05
combined,1689.6,2.1484375e-05
fish-only,1536,9.765625e-07
combined,1689.6,2.9296875e-06
fish-only,1536,5.20833333333333e-06
combined,1689.6,9.765625e-06
fish-only,1536,7.16145833333333e-06
combined,1689.6,2.40885416666667e-05
fish-only,1536,6.51041666666667e-07
combined,1689.6,6.90104166666667e-05
fish-only,1536,3.25520833333333e-06
combined,1689.6,3.90625e-06
fish-only,1536,1.953125e-06
combined,1689.6,3.90625e-06
fish-only,1536,3.90625e-06
combined,1689.6,4.75260416666667e-05
fish-only,1536,1.953125e-06
combined,1689.6,1.953125e-06
fish-only,1536,3.90625e-06
combined,1689.6,3.90625e-06
fish-only,1536,3.90625e-06
combined,1689.6,3.90625e-06
fish-only,1536,1.953125e-06
combined,1689.6,1.953125e-06
fish-only,1536,7.8125e-06
combined,1689.6,7.8125e-06
fish-only,1536,9.765625e-06
combined,1689.6,9.765625e-06
fish-only,1536,3.90625e-06
combined,1689.6,3.90625e-06
fish-only,1536,9.765625e-07
combined,1689.6,9.765625e-07
fish-only,1536,5.859375e-06
combined,1689.6,5.859375e-06
fish-only,1536,3.90625e-06
combined,1689.6,3.90625e-06
fish-only,1536,5.859375e-06
combined,1689.6,5.859375e-06
fish-only,1536,1.953125e-05
combined,1689.6,1.953125e-05
fish-only,1536,1.953125e-05
combined,1689.6,1.953125e-05
fish-only,1536,1.171875e-05
combined,1689.6,1.5625e-05
fish-only,1536,5.859375e-06
combined,1689.6,7.8125e-06
fish-only,1536,3.3203125e-05
combined,1689.6,3.3203125e-05
fish-only,1536,4.1015625e-05
combined,1689.6,4.1015625e-05
fish-only,1536,1.953125e-06
combined,1689.6,1.953125e-06
fish-only,1536,1.3671875e-05
combined,1689.6,1.3671875e-05
fish-only,1536,7.8125e-06
combined,1689.6,7.8125e-06
fish-only,1536,9.765625e-07
combined,1689.6,9.765625e-07
fish-only,1536,3.90625e-06
combined,1689.6,3.90625e-06
fish-only,1536,2.5390625e-05
combined,1689.6,2.5390625e-05
fish-only,1536,2.5390625e-05
combined,1689.6,2.5390625e-05
fish-only,1536,3.125e-05
combined,1689.6,3.125e-05
fish-only,1536,1.953125e-06
combined,1689.6,3.90625e-06
fish-only,1536,8.7890625e-06
combined,1689.6,8.7890625e-06
fish-only,1536,4.8828125e-06
combined,1689.6,4.8828125e-06
fish-only,1536,7.8125e-06
combined,1689.6,7.8125e-06
fish-only,1536,1.953125e-06
combined,1689.6,1.953125e-06
fish-only,1536,5.859375e-06
combined,1689.6,5.859375e-06
fish-only,1536,9.765625e-06
combined,1689.6,9.765625e-06
fish-only,1536,2.1484375e-05
combined,1689.6,2.1484375e-05
fish-only,1536,2.5390625e-05
combined,1689.6,2.5390625e-05
fish-only,1536,2.1484375e-05
combined,1689.6,2.1484375e-05
fish-only,1536,5.859375e-06
combined,1689.6,7.8125e-06
fish-only,1536,3.3203125e-05
combined,1689.6,3.3203125e-05
fish-only,1536,1.5625e-05
combined,1689.6,1.5625e-05
fish-only,1536,1.953125e-06
combined,1689.6,1.953125e-06
fish-only,1536,5.859375e-06
combined,1689.6,5.859375e-06
fish-only,1536,1.07421875e-05
combined,1689.6,1.07421875e-05
fish-only,1536,1.953125e-06
combined,1689.6,1.953125e-06
fish-only,1536,1.10677083333333e-05
combined,1689.6,1.10677083333333e-05
fish-only,1536,4.8828125e-06
combined,1689.6,4.8828125e-06
fish-only,1536,1.953125e-05
combined,1689.6,1.953125e-05
fish-only,1536,1.3671875e-05
combined,1689.6,1.3671875e-05
fish-only,1536,3.90625e-06
combined,1689.6,3.90625e-06
fish-only,1536,1.953125e-06
combined,1689.6,7.2265625e-05
fish-only,1536,9.765625e-07
combined,1689.6,9.765625e-07
fish-only,1536,6.8359375e-06
combined,1689.6,6.8359375e-06
fish-only,1536,3.90625e-06
combined,1689.6,3.90625e-06
fish-only,1536,4.8828125e-06
combined,1689.6,4.8828125e-06
fish-only,1536,1.953125e-06
combined,1689.6,1.953125e-06
fish-only,1536,0.0001376953125
combined,1689.6,0.0001376953125
fish-only,1536,6.640625e-05
combined,1689.6,6.640625e-05
fish-only,1536,4.8828125e-06
combined,1689.6,4.8828125e-06
fish-only,1536,6.8359375e-06
combined,1689.6,6.8359375e-06
fish-only,1536,2.9296875e-06
combined,1689.6,2.9296875e-06
fish-only,1536,9.765625e-07
combined,1689.6,2.9296875e-06
fish-only,1536,3.90625e-06
combined,1689.6,3.90625e-06
fish-only,1536,1.5625e-05
combined,1689.6,1.5625e-05
fish-only,1536,1.953125e-05
combined,1689.6,1.953125e-05
fish-only,1536,9.765625e-07
combined,1689.6,9.765625e-07
fish-only,1536,3.90625e-06
combined,1689.6,3.90625e-06
fish-only,1536,1.953125e-06
combined,1689.6,1.953125e-06
fish-only,1536,9.27734375e-06
combined,1689.6,9.765625e-06
fish-only,1536,1.30208333333333e-06
combined,1689.6,1.30208333333333e-06
fish-only,1536,9.765625e-07
combined,1689.6,3.90625e-06
fish-only,1536,6.51041666666667e-07
combined,1689.6,3.90625e-06
fish-only,1536,2.9296875e-06
combined,1689.6,2.9296875e-06
fish-only,1536,2.05078125e-05
combined,1689.6,2.05078125e-05
fish-only,1536,9.765625e-07
combined,1689.6,9.765625e-07
fish-only,1536,8.7890625e-06
combined,1689.6,1.3671875e-05
fish-only,1536,2.9296875e-06
combined,1689.6,4.8828125e-06
fish-only,1536,2.9296875e-06
combined,1689.6,2.9296875e-06
fish-only,1536,2.9296875e-06
combined,1689.6,2.9296875e-06
fish-only,1536,1.26953125e-05
combined,1689.6,1.3671875e-05
fish-only,1536,1.953125e-06
combined,1689.6,1.953125e-06
fish-only,1536,7.8125e-06
combined,1689.6,7.8125e-06
fish-only,1536,1.953125e-06
combined,1689.6,2.9296875e-06
fish-only,1536,2.9296875e-06
combined,1689.6,2.9296875e-06
fish-only,1536,5.859375e-06
combined,1689.6,6.8359375e-06
fish-only,1536,4.8828125e-07
combined,1689.6,4.8828125e-06
fish-only,1536,1.46484375e-06
combined,1689.6,1.46484375e-06
fish-only,1536,2.9296875e-06
combined,1689.6,5.859375e-06
fish-only,1536,9.765625e-07
combined,1689.6,3.90625e-06
fish-only,1536,1.953125e-06
combined,1689.6,2.60416666666667e-06
fish-only,1536,4.62239583333333e-05
combined,1689.6,4.6875e-05
fish-only,1536,9.765625e-07
combined,1689.6,9.765625e-07
fish-only,1536,5.859375e-06
combined,1689.6,5.859375e-06
fish-only,1536,3.41796875e-06
combined,1689.6,4.39453125e-06
fish-only,1536,9.765625e-07
combined,1689.6,9.765625e-07
fish-only,1536,4.8828125e-07
combined,1689.6,4.8828125e-07
fish-only,1536,4.8828125e-07
combined,1689.6,4.8828125e-07
fish-only,1536,5.37109375e-06
combined,1689.6,5.859375e-06
fish-only,1536,3.90625e-06
combined,1689.6,7.8125e-06
fish-only,1536,1.953125e-06
combined,1689.6,1.953125e-06
fish-only,1536,3.90625e-06
combined,1689.6,4.8828125e-06
fish-only,1536,2.9296875e-06
combined,1689.6,2.9296875e-06
fish-only,1536,3.857421875e-05
combined,1689.6,3.857421875e-05
fish-only,1536,3.41796875e-06
combined,1689.6,3.41796875e-06
fish-only,1536,9.27734375e-06
combined,1689.6,9.27734375e-06
fish-only,1536,1.171875e-05
combined,1689.6,1.171875e-05
fish-only,1536,4.8828125e-07
combined,1689.6,4.8828125e-07
fish-only,1536,5.859375e-06
combined,1689.6,5.859375e-06
fish-only,1536,3.90625e-06
combined,1689.6,4.8828125e-06
fish-only,1536,8.7890625e-06
combined,1689.6,9.765625e-06
fish-only,1536,4.39453125e-06
combined,1689.6,4.39453125e-06
fish-only,1536,5.859375e-06
combined,1689.6,5.859375e-06
fish-only,1536,3.90625e-06
combined,1689.6,3.90625e-06
fish-only,1536,5.859375e-06
combined,1689.6,5.859375e-06
fish-only,1536,3.90625e-06
combined,1689.6,3.90625e-06
fish-only,1536,1.953125e-06
combined,1689.6,1.953125e-06
fish-only,1536,9.765625e-07
combined,1689.6,1.953125e-06
fish-only,1536,9.765625e-07
combined,1689.6,9.765625e-07
fish-only,1536,9.765625e-07
combined,1689.6,9.765625e-07
fish-only,1536,4.8828125e-06
combined,1689.6,6.8359375e-06
fish-only,1536,4.8828125e-06
combined,1689.6,9.765625e-06
fish-only,1536,9.765625e-07
combined,1689.6,5.76171875e-05
fish-only,1536,1.46484375e-05
combined,1689.6,1.46484375e-05
fish-only,1536,1.953125e-06
combined,1689.6,2.9296875e-06
fish-only,1536,1.953125e-05
combined,1689.6,1.953125e-05
fish-only,1536,1.953125e-06
combined,1689.6,1.953125e-06
fish-only,1536,2.9296875e-06
combined,1689.6,2.9296875e-06
fish-only,1536,3.90625e-06
combined,1689.6,3.90625e-06
fish-only,1536,8.7890625e-06
combined,1689.6,1.5625e-05
fish-only,1536,9.765625e-07
combined,1689.6,9.765625e-07
fish-only,1536,3.90625e-06
combined,1689.6,3.90625e-06
fish-only,1536,3.90625e-06
combined,1689.6,1.46484375e-05
fish-only,1536,1.953125e-06
combined,1689.6,1.953125e-06
fish-only,1536,7.8125e-06
combined,1689.6,7.8125e-06
fish-only,1536,9.765625e-07
combined,1689.6,9.765625e-07
fish-only,1536,9.765625e-07
combined,1689.6,9.765625e-07
fish-only,1536,4.8828125e-06
combined,1689.6,4.8828125e-06
fish-only,1536,1.5625e-05
combined,1689.6,1.5625e-05
fish-only,1536,1.953125e-06
combined,1689.6,1.953125e-06
fish-only,1536,9.765625e-07
combined,1689.6,9.765625e-07
fish-only,1536,4.8828125e-06
combined,1689.6,4.19921875e-05
fish-only,1536,9.765625e-07
combined,1689.6,3.22265625e-05
fish-only,1536,2.9296875e-06
combined,1689.6,0.000166015625
fish-only,1536,9.765625e-06
combined,1689.6,1.953125e-05
fish-only,1536,1.04166666666667e-05
combined,1689.6,1.04166666666667e-05
fish-only,1536,4.140625e-06
combined,1689.6,6.875e-06
fish-only,1536,7.8125e-06
combined,1689.6,1.26953125e-05
fish-only,1536,2.44140625e-07
combined,1689.6,2.30712890625e-05
fish-only,1536,1.62760416666667e-07
combined,1689.6,1.92057291666667e-05
fish-only,1536,2.9296875e-06
combined,1689.6,1.3671875e-05
fish-only,1536,4.8828125e-07
combined,1689.6,1.46484375e-06
fish-only,1536,2.44140625e-07
combined,1689.6,4.8828125e-07
fish-only,1536,1.0009765625e-05
combined,1689.6,1.66015625e-05
fish-only,1536,2.44140625e-07
combined,1689.6,2.44140625e-07
fish-only,1536,7.32421875e-07
combined,1689.6,7.32421875e-07
fish-only,1536,8.30078125e-06
combined,1689.6,8.544921875e-06
fish-only,1536,1.708984375e-06
combined,1689.6,1.953125e-06
fish-only,1536,1.220703125e-06
combined,1689.6,5.615234375e-06
fish-only,1536,1.025390625e-05
combined,1689.6,1.46484375e-05
fish-only,1536,3.41796875e-06
combined,1689.6,9.27734375e-06
fish-only,1536,2.44140625e-07
combined,1689.6,1.708984375e-06
fish-only,1536,3.47222222222222e-06
combined,1689.6,2.78862847222222e-05
fish-only,1536,1.953125e-07
combined,1689.6,3.203125e-05
fish-only,1536,1.46484375e-06
combined,1689.6,6.9580078125e-06
fish-only,1536,3.515625e-06
combined,1689.6,9.765625e-06
fish-only,1536,9.765625e-07
combined,1689.6,1.025390625e-05
fish-only,1536,1.92057291666667e-05
combined,1689.6,2.294921875e-05
fish-only,1536,2.27864583333333e-06
combined,1689.6,1.85546875e-05
fish-only,1536,9.765625e-07
combined,1689.6,1.953125e-06
fish-only,1536,2.197265625e-06
combined,1689.6,9.521484375e-06
fish-only,1536,1.30208333333333e-06
combined,1689.6,1.43229166666667e-05
fish-only,1536,1.46484375e-06
combined,1689.6,5.37109375e-06
fish-only,1536,1.220703125e-07
combined,1689.6,4.55322265625e-05
fish-only,1536,2.44140625e-06
combined,1689.6,1.4404296875e-05
fish-only,1536,3.55113636363636e-07
combined,1689.6,3.69318181818182e-05
fish-only,1536,1.6357421875e-05
combined,1689.6,3.662109375e-05
fish-only,1536,4.8828125e-06
combined,1689.6,2.880859375e-05
fish-only,1536,1.62760416666667e-06
combined,1689.6,3.41796875e-06
fish-only,1536,1.019287109375e-05
combined,1689.6,1.959228515625e-05
fish-only,1536,1.7510775862069e-06
combined,1689.6,4.1082974137931e-06
fish-only,1536,1.953125e-06
combined,1689.6,4.638671875e-06
fish-only,1536,1.025390625e-05
combined,1689.6,1.3671875e-05
fish-only,1536,4.150390625e-06
combined,1689.6,5.859375e-06
fish-only,1536,4.8828125e-06
combined,1689.6,5.53385416666667e-06
fish-only,1536,4.8828125e-06
combined,1689.6,5.92912946428572e-06
fish-only,1536,4.5166015625e-06
combined,1689.6,1.5380859375e-05
fish-only,1536,3.25520833333333e-07
combined,1689.6,2.60416666666667e-06
fish-only,1536,6.51041666666667e-07
combined,1689.6,1.46484375e-06
fish-only,1536,3.25520833333333e-07
combined,1689.6,1.953125e-06
fish-only,1536,1.220703125e-06
combined,1689.6,2.9296875e-06
fish-only,1536,6.51041666666667e-07
combined,1689.6,2.27864583333333e-06
fish-only,1536,2.44140625e-07
combined,1689.6,2.685546875e-06
fish-only,1536,3.41796875e-06
combined,1689.6,4.052734375e-05
fish-only,1536,1.5625e-05
combined,1689.6,3.61328125e-05
fish-only,1536,5.126953125e-06
combined,1689.6,1.7822265625e-05
fish-only,1536,9.765625e-07
combined,1689.6,2.9296875e-06
fish-only,1536,8.056640625e-06
combined,1689.6,1.2451171875e-05
fish-only,1536,1.85546875e-05
combined,1689.6,2.83203125e-05
fish-only,1536,7.8125e-06
combined,1689.6,1.46484375e-05
fish-only,1536,3.25520833333333e-06
combined,1689.6,1.23697916666667e-05
fish-only,1536,2.60416666666667e-06
combined,1689.6,1.88802083333333e-05
fish-only,1536,1.953125e-06
combined,1689.6,3.41796875e-06
fish-only,1536,3.90625e-06
combined,1689.6,3.466796875e-05
fish-only,1536,4.8828125e-07
combined,1689.6,2.587890625e-05
fish-only,1536,9.765625e-07
combined,1689.6,2.685546875e-06
fish-only,1536,6.51041666666667e-07
combined,1689.6,2.34375e-05
fish-only,1536,1.171875e-05
combined,1689.6,2.001953125e-05
fish-only,1536,1.46484375e-06
combined,1689.6,5.37109375e-06
fish-only,1536,8.30078125e-06
combined,1689.6,8.30078125e-06
fish-only,1536,9.765625e-07
combined,1689.6,9.765625e-07
fish-only,1536,9.765625e-07
combined,1689.6,2.9296875e-06
fish-only,1536,1.953125e-06
combined,1689.6,8.203125e-05
fish-only,1536,1.953125e-06
combined,1689.6,7.16145833333333e-06
fish-only,1536,1.953125e-06
combined,1689.6,1.953125e-06
fish-only,1536,4.8828125e-07
combined,1689.6,3.0029296875e-05
fish-only,1536,2.9296875e-06
combined,1689.6,4.248046875e-05
fish-only,1536,4.8828125e-07
combined,1689.6,2.587890625e-05
fish-only,1536,4.296875e-06
combined,1689.6,3.4375e-05
fish-only,1536,9.44010416666667e-06
combined,1689.6,1.00911458333333e-05
fish-only,1536,4.24592391304348e-07
combined,1689.6,1.18885869565217e-06
fish-only,1536,1.30208333333333e-07
combined,1689.6,4.55729166666667e-06
fish-only,1536,1.30208333333333e-06
combined,1689.6,2.27864583333333e-06
fish-only,1536,9.765625e-07
combined,1689.6,9.765625e-07
fish-only,1536,1.953125e-06
combined,1689.6,1.953125e-06
fish-only,1536,1.953125e-06
combined,1689.6,3.90625e-06
fish-only,1536,6.51041666666667e-07
combined,1689.6,5.20833333333333e-06
fish-only,1536,1.953125e-06
combined,1689.6,5.859375e-06
fish-only,1536,1.953125e-06
combined,1689.6,5.859375e-06
fish-only,1536,1.0986328125e-06
combined,1689.6,1.77001953125e-05
fish-only,1536,4.16666666666667e-06
combined,1689.6,1.2890625e-05
fish-only,1536,2.265625e-06
combined,1689.6,6.171875e-06
fish-only,1536,5.859375e-06
combined,1689.6,2.734375e-05
fish-only,1536,4.8828125e-07
combined,1689.6,1.3671875e-05
fish-only,1536,4.609375e-06
combined,1689.6,3.328125e-05
fish-only,1536,1.11607142857143e-06
combined,1689.6,4.95721726190476e-05
fish-only,1536,4.12326388888889e-06
combined,1689.6,2.86458333333333e-05
fish-only,1536,3.515625e-06
combined,1689.6,1.8203125e-05
fish-only,1536,2.25360576923077e-06
combined,1689.6,2.64423076923077e-05
fish-only,1536,4.8828125e-06
combined,1689.6,0.00014892578125
fish-only,1536,6.51041666666667e-07
combined,1689.6,2.5390625e-05
fish-only,1536,1.57335069444444e-06
combined,1689.6,1.70355902777778e-05
fish-only,1536,2.44140625e-06
combined,1689.6,2.734375e-05
fish-only,1536,7.39820075757576e-06
