lat,lon,slope_fish,slope_comb,slope_diff
43.549192,-6.517903,-1.77104714262646,-2.10821170632701,-0.337164563700553
43.557037,-6.787151,-1.71238217422788,-2.08871322673138,-0.376331052503499
43.556118,-5.608469,-1.87448505976788,-2.09425532096263,-0.219770261194749
43.54603,-5.397237,-1.82516522523366,-1.98211441352435,-0.156949188290684
43.439085,-4.819237,-1.77126445660986,-2.07664561761027,-0.305381161000414
43.398581,-4.62804,-1.78431181140811,-2.0894984657692,-0.305186654361086
-4.53,131.6519,-2.42900223834058,-2.45275390474813,-0.023751666407549
-5.63704,132.62948,-2.47516214058091,-2.52038731423108,-0.0452251736501772
-5.66913,132.58354,-2.07537946905366,-2.42858140347273,-0.353201934419072
-5.78261,132.62649,-2.3696974821758,-2.45219810888343,-0.0825006267076334
-6.00515,132.42802,-2.50069424442731,-2.53742112221339,-0.0367268777860765
-4.58683,131.68701,-2.35496410995517,-2.39760416538379,-0.0426400554286208
-4.53805,131.78299,-2.45961565722068,-2.47456778445317,-0.0149521272324917
-4.71804,131.72684,-2.21504641547158,-2.41522430900321,-0.200177893531635
-5.13609,132.01311,-2.39617859968862,-2.49044853175385,-0.0942699320652332
-5.1746,132.00893,-2.21665640943996,-2.3218920519599,-0.105235642519939
-5.30438,131.99694,-2.30282217360926,-2.4166703610367,-0.113848187427446
-5.57744,132.70777,-2.31999975525915,-2.47110311934538,-0.151103364086223
-5.57774,132.66299,-2.42122306781342,-2.46857846700166,-0.0473553991882372
38.991002,1.28736,-2.00279770952597,-1.97392919526598,0.0288685142599925
39.288785,3.095296,-1.98971403796669,-2.00081469170673,-0.0111006537400449
39.124984,2.954034,-1.9638410603062,-2.04487719059039,-0.0810361302841867
39.126115,2.949148,-1.87931731688164,-2.00142419451065,-0.122106877629012
39.156335,2.933814,-1.91271587485173,-1.93657604704757,-0.0238601721958365
39.156154,2.948873,-1.82149434578198,-1.94880016106468,-0.127305815282701
39.184053,2.960059,-1.71674439611609,-1.86460809330119,-0.147863697185096
39.364969,2.851541,-1.94755257181201,-2.02207063077383,-0.0745180589618135
39.452187,2.736368,-1.82599596406942,-1.93819772346939,-0.112201759399976
39.450051,2.737785,-1.7452228283141,-1.85886423825873,-0.113641409944633
39.531624,2.580929,-1.84436487794445,-1.9361537639705,-0.0917888860260523
39.111291,1.516081,-1.90276792138766,-2.01387573985788,-0.111107818470217
38.702555,1.388976,-1.9804920347394,-1.91040150815833,0.0700905265810701
38.802296,1.476056,-1.99649342615791,-2.00594844605924,-0.00945501990132591
38.803959,1.476733,-1.97384451757254,-1.97826761837941,-0.00442310080686292
38.8443331,1.368918,-1.85831228201415,-1.99238439091425,-0.134072108900106
39.080825,1.60931,-1.98807919999216,-2.0559403095515,-0.0678611095593487
39.002107,1.586715,-1.97316590046505,-2.0239361350228,-0.050770234557743
39.538274,2.374575,-1.79462471986199,-2.06992808708441,-0.275303367222418
39.658316,2.469538,-1.93435624285786,-1.94026709462499,-0.0059108517671278
39.953005,3.182613,-2.00486214084517,-2.03287632192556,-0.0280141810803936
39.709704,3.474203,-1.81953371125568,-1.85838418127646,-0.0388504700207781
39.417683,3.270128,-1.88767808176935,-2.10188482842398,-0.214206746654631
-8.277,115.5945,-2.12313399181761,-2.14750129922781,-0.0243673074101953
-8.27729,115.59446,-2.25561845582859,-2.26818209468804,-0.0125636388594512
-8.27899,115.59646,-2.11109430976218,-2.17712876789381,-0.0660344581316297
-8.27781,115.59459,-2.17858597054427,-2.23406491713744,-0.0554789465931687
51.7441833,-128.0713,-1.64670512942204,-2.18611470730849,-0.539409577886454
51.7339,-127.99671,-1.768112668956,-2.19840553589502,-0.430292866939023
51.6490833,-128.15116,-1.58595124923049,-2.09455755509898,-0.508606305868487
51.8036333,-128.25416,-1.57036174606537,-2.06232315521398,-0.491961409148609
51.6670333,-128.13995,-1.55486713558738,-2.10129785272608,-0.546430717138695
51.6491,-128.15525,-1.51426473686866,-2.12864249413834,-0.614377757269676
51.7011833,-128.07386,-1.69361918283361,-2.17437646638153,-0.480757283547917
51.68025,-128.1261,-1.63824538203035,-2.11418017536672,-0.475934793336371
-43.34206,146.0868,-1.3176091861949,-1.65493592021049,-0.337326734015589
-43.33992,146.00715,,-1.69526803373392,
-43.33869,146.01024,,-1.70120148379913,
-43.330558,145.99501,-1.30610401498659,-1.75246182966967,-0.446357814683076
-43.339511,146.008407,-1.30039331282485,-1.81423365424936,-0.513840341424513
-43.52525,146.99609,-1.38579908507044,-1.60141938644909,-0.215620301378654
-35.75012,150.26204,-2.09263555966501,-2.24244420494617,-0.149808645281159
-35.75073,150.25915,-2.01983722808416,-2.18637718737991,-0.16653995929575
-35.85507,150.19207,-2.23919834981268,-2.28790254777651,-0.0487041979638243
-35.83457,150.20885,-2.05590922718139,-2.30562344530336,-0.249714218121975
-35.83132,150.23347,-2.42626363779362,-2.36853081360727,0.0577328241863562
-35.81672,150.2343,-2.28945652256907,-2.29504199970587,-0.00558547713680424
-35.80453,150.23347,-2.04816075401204,-2.21007496945808,-0.161914215446042
-35.72811,150.26449,-1.95275430803384,-2.13360033635503,-0.18084602832119
-35.72235,150.27453,-2.05022402067967,-2.24584780715695,-0.195623786477281
-35.7203,150.24789,-2.22743180634495,-2.30952422846495,-0.0820924221199992
-35.80019,150.2369,-2.31084937207151,-2.27763051007265,0.0332188619988556
-35.78389,150.23465,-2.19435157162461,-2.24600417039607,-0.0516525987714616
-35.77133,150.23295,-2.24886702785489,-2.26718183938668,-0.0183148115317864
-36.01152,150.16517,-2.15013099433594,-2.16058837584435,-0.0104573815084112
-36.0129,150.16603,-2.33340582328994,-2.32965043556478,0.00375538772515593
-35.99157,150.15918,-2.26226262096445,-2.23250544365256,0.0297571773118879
-35.68546,150.30408,-2.15703785848941,-2.21514151257948,-0.0581036540900768
-35.69019,150.29786,-2.00857463494667,-2.2596752404598,-0.251100605513134
-35.66796,150.31036,-2.19428982783548,-2.28105032279721,-0.0867604949617347
-36.2485,150.22827,-2.17180999725833,-2.26642011639678,-0.0946101191384421
-36.26515,150.15226,-2.21939662339528,-2.23262947935266,-0.0132328559573858
-36.26173,150.15152,-2.34534981578459,-2.33396182656098,0.011387989223608
-35.71223,150.27862,-2.16076182028911,-2.35311405029348,-0.192352230004373
-35.86214,150.18729,-1.8814389543257,-2.00127696966605,-0.119838015340351
-35.825895,150.22657,-1.87994328526159,-2.07896339710162,-0.199020111840031
-35.98626,150.15985,-2.22946193223229,-2.14209139156822,0.0873705406640677
-35.98354,150.15798,-2.3363358731803,-2.24129455080864,0.0950413223716695
-35.9282,150.16796,-2.14905259966135,-2.10943490833203,0.0396176913293211
-35.9072,150.16286,-2.05098713251561,-2.11012869786063,-0.0591415653450254
-35.83455,150.22347,-2.21710898731616,-2.14183452444851,0.0752744628676521
-35.82902,150.23084,-2.3392384984764,-2.18991884671011,0.14931965176629
-35.81964,150.23196,-2.07358428553187,-2.08368683927268,-0.0101025537408064
-35.81929,150.23638,-2.23962687004601,-2.16637137509114,0.0732554949548758
-35.78062,150.23433,-2.13679413711148,-2.13484471822097,0.00194941889050604
-35.74858,150.25542,-1.85480681992066,-2.03607578343783,-0.181268963517174
-36.09276,150.13934,-2.12863918731007,-2.20553381799517,-0.0768946306850995
-35.71574,150.28025,-1.99088592965991,-2.00957931096958,-0.0186933813096684
-36.24683,150.22319,-2.11075836118283,-2.10004570460501,0.0107126565778124
-36.24482,150.22451,-2.41433934068018,-2.37032048733043,0.0440188533497592
-35.77392,150.24856,-2.02643624678414,-2.02625998647358,0.000176260310552845
-35.83002,150.2319,-2.16604630887439,-2.24520419255213,-0.079157883677734
-36.13559,150.12916,-2.20836108202644,-2.23132492594819,-0.0229638439217514
-35.98556,150.15759,-2.0515416410785,-2.21497795594975,-0.163436314871243
-35.74794,150.26006,-2.23767540240189,-2.25434032104486,-0.0166649186429706
-35.80183,150.23382,-2.09562343967127,-2.22204019160622,-0.126416751934948
-35.862,150.18527,-2.20384233126153,-2.24616125059601,-0.0423189193344777
-36.16932,150.13612,-2.05963569245633,-2.09163208399695,-0.0319963915406154
-35.90916,150.16253,-2.22192845641587,-2.11408445236488,0.107844004050989
-36.26133,150.1492,-2.02659057632419,-2.22074296615284,-0.194152389828657
-35.83289,150.22128,-1.84528481461095,-2.07274695633188,-0.227462141720924
-36.162134,150.130061,-1.9100890226069,-2.02326332914505,-0.113174306538148
-36.42343,150.07957,-2.28106446523517,-2.23102472290187,0.050039742333297
-36.16112,150.13343,-2.13524738708823,-2.15554193001037,-0.0202945429221391
-36.09594,150.14753,-1.92076162032213,-1.97878880883857,-0.0580271885164332
-36.09226,150.14688,-2.12170263858912,-2.14800355607866,-0.026300917489531
-36.06581,150.126957,-2.04578901336958,-2.08355725757566,-0.0377682442060845
-35.99301,150.16224,-2.18848436095351,-1.97731055997492,0.211173800978586
9.23392,-82.11185,-1.89276879669553,-2.2865837490003,-0.393814952304772
9.265417,-82.119056,-1.95796558768216,-2.30582412922403,-0.347858541541873
9.291093,-82.345202,-2.11879552265025,-2.35703635164376,-0.238240828993511
9.37805,-82.30373,-1.99941166161207,-2.33174868255174,-0.332337020939668
9.357578,-82.271572,-2.03986858675236,-2.38540350973092,-0.345534922978564
9.28993,-82.34309,-2.01601394408912,-2.33420646830937,-0.318192524220249
9.237191,-82.328229,-1.9610711212928,-2.3245659020553,-0.363494780762502
9.23964,-82.33512,-2.02817273075766,-2.3929547270155,-0.364781996257843
9.304745,-82.275598,-1.80949490321378,-2.27762004486161,-0.468125141647839
9.30155,-82.29475,-2.08357096483134,-2.36652912294519,-0.282958158113851
9.33324,-82.21558,-2.08294606356184,-2.33337286274672,-0.250426799184883
9.34872,-82.26258,-1.98620872556738,-2.314031524077,-0.327822798509617
9.27962,-82.10162,-2.00790163962789,-2.31706032330299,-0.309158683675103
12.032084,-68.259824,-1.88284967097668,-1.97732087136536,-0.0944712003886861
12.101111,-68.287546,-1.92324525349733,-1.99557921287025,-0.0723339593729189
12.071916,-68.281959,-1.85525670556633,-1.91494106807303,-0.0596843625067018
12.026236,-68.252486,-2.01173767202057,-2.04645713192381,-0.0347194599032372
12.034012,-68.262904,-1.96279504097401,-2.02461796515754,-0.0618229241835264
12.209978,-68.321698,-1.91710332501081,-1.97372495007951,-0.0566216250686953
12.064554,-68.283181,-1.85881821336045,-1.96488108081262,-0.106062867452174
12.204612,-68.314644,-1.79046619827724,-1.93767594495773,-0.14720974668049
12.21155,-68.328542,-1.817209534189,-1.95001829032377,-0.132808756134773
12.205935,-68.316823,-1.87647978756498,-1.95123070370662,-0.0747509161416393
12.218796,-68.352027,-1.73477747949993,-1.93790433807682,-0.203126858576886
12.13128,-68.285013,-1.86093871171721,-1.95953534929489,-0.0985966375776757
12.10538,-68.290406,-1.77811537269885,-1.93060169324924,-0.152486320550391
12.199815,-68.3086,-1.78399353564565,-1.92957269483059,-0.145579159184946
-37.811883,148.725083,-2.22326629361621,-2.02662297180401,0.196643321812202
-37.818109,148.784786,-2.13093603695116,-2.16844160455527,-0.0375055676041174
-37.81828333,148.7838,-2.14270540484789,-2.23222940899323,-0.0895240041453445
-37.79866667,148.7857,-2.08163669475774,-1.74165126227137,0.339985432486376
-37.81963,148.78596,-2.08329449061529,-1.94556216699301,0.137732323622279
-37.79535,148.78586,-1.97043332681723,-1.77182026193947,0.198613064877765
-37.8034,148.749567,-1.82583257805663,-1.96944924731909,-0.143616669262452
-37.81905,148.78351,-2.27403538906977,-2.27119621464558,0.00283917442419224
-37.82143,148.78645,-2.092922167162,-1.98995010071896,0.102972066443046
-37.8223,148.7885,-2.29904236239841,-2.01915157567376,0.27989078672465
-37.823016,148.789716,-2.14404637098229,-2.04237336597653,0.101673005005767
-37.82491,148.79058,-2.29190967319276,-2.23000879826997,0.0619008749227921
-37.790384,148.886057,-1.84635072622311,-1.82511118906534,0.0212395371577767
-37.78976,148.89565,-2.02922855194655,-1.96823438740455,0.0609941645420078
-17.959116,-38.655646,-1.82351554443489,-1.85989952252202,-0.0363839780871276
-17.699417,-38.94211,-1.92958533847394,-1.92588082259535,0.00370451587859266
-17.99809,-38.671337,-1.76181181369808,-1.81345244861654,-0.0516406349184584
-17.96548,-38.69404,-1.74657622139195,-1.77363530225648,-0.027059080864533
-17.98364,-38.667727,-1.50751491373299,-1.63768363305651,-0.130168719323519
-17.96062,-38.69363,-2.02209633325036,-2.00533845582909,0.0167578774212718
-17.96253,-38.6964,-1.82101844000905,-1.92311481608044,-0.102096376071398
-17.47842,-39.028083,-1.93037369669043,-1.94412159279778,-0.0137478961073476
-17.66486,-38.99882,-1.80246216447659,-1.85958700973569,-0.057124845259102
-17.666638,-38.997194,-1.88961554463368,-1.91632107359386,-0.0267055289601765
-39.21514893,146.9923859,-2.118491241494,-2.18868109231894,-0.0701898508249426
-4.5121,129.88875,-2.47998506411627,-2.51575677548729,-0.0357717113710208
-4.52338,129.89757,-2.31371180083251,-2.39348907854249,-0.0797772777099768
-4.51512,129.89878,-2.37900170896661,-2.43592012996916,-0.0569184210025497
-4.52632,129.89183,-2.54476642127395,-2.55243348592353,-0.00766706464957512
-4.50935,129.88402,-2.36329058941826,-2.48356418053251,-0.120273591114255
-4.50583,129.88086,-2.37286648450314,-2.43435728429965,-0.0614907997965122
-4.51107,129.93881,-2.49322955084336,-2.4730193765179,0.0202101743254666
-4.57843,130.03532,-2.49236317273055,-2.49472992518891,-0.00236675245835727
-4.63746,130.05772,-2.53323395079161,-2.51088180248411,0.0223521483075047
16.80407,-88.07896,-2.36011648464919,-2.40398508188943,-0.0438685972402402
16.7997167,-88.078633,-2.38370028547094,-2.42177694756368,-0.038076662092748
16.80958,-88.08563,-2.62704243551274,-2.4963939500968,0.130648485415943
16.75328,-88.098421,-2.36944179486754,-2.41057528364229,-0.0411334887747432
16.788808,-88.076746,-2.39584541655846,-2.42185930515273,-0.0260138885942696
16.80861,-88.08185,-2.33401065219815,-2.36709814660916,-0.0330874944110198
10.66321,103.2908,-2.23069496468592,-1.77518922683583,0.45550573785009
10.62083,103.29556,-2.08273760108155,-1.76841395693027,0.314323644151286
10.73029,102.86565,-2.21675689923724,-1.76044358192349,0.456313317313749
10.73054,102.86718,-2.14212415863343,-1.7752998530781,0.366824305555328
10.62253,103.28933,-2.01678378067461,-1.6668895506633,0.349894230011313
10.62054,103.29564,-2.01322748974938,-1.6678430630726,0.345384426676779
10.61955,103.29703,-2.08035965282066,-1.71029103475786,0.370068618062801
28.164429,-16.428869,-2.32047478351076,-2.12444360884994,0.196031174660821
28.40099,-16.32476,-2.44353213366974,-2.25351564921642,0.190016484453318
29.276463,-13.336351,-2.27458423424463,-2.11900229719845,0.155581937046173
29.27546,-13.337711,-2.39014238905377,-2.25180236919469,0.138340019859082
29.391538,-13.495905,-2.1519197077529,-2.06828987494765,0.0836298328052454
29.383159,-13.515383,-2.28821573971738,-2.12803303020717,0.160182709510212
28.176558,-14.163591,-2.41153441692366,-2.21993020878486,0.191604208138802
28.072934,-14.497399,-2.25000117449601,-2.16146643710654,0.0885347373894772
28.321255,-13.894814,-2.25619866168501,-2.1821935325654,0.0740051291196129
28.079934,-17.331071,-2.25045636720696,-2.09815158034666,0.152304786860294
28.5085,-16.1811,-2.39681428497442,-2.15745809823745,0.239356186736968
28.14238,-16.4387,-2.24964323963486,-1.97823671905253,0.271406520582327
28.192738,-16.422344,-2.34524948457067,-2.17289436098348,0.172355123587189
27.8566,-15.3873,-2.40474117292659,-1.99948796120577,0.405253211720817
28.274556,-16.383275,-2.05307468260357,-1.93561118464009,0.117463497963485
28.3416,-16.9198,-2.35743583604282,-2.16147201089761,0.195963825145202
28.3423,-16.9179,-2.38564437000778,-2.1648699992022,0.220774370805578
28.3429,-16.9213,-2.393591770435,-2.07782553889374,0.31576623154126
28.4013,-16.3312,-2.28380314842766,-2.16903727971482,0.114765868712841
27.8003,-17.88635,-2.30044649115907,-2.17027769694199,0.130168794217082
28.4009,-16.332,-2.33598667670256,-2.1147132835942,0.221273393108358
28.294517,-16.37373,-2.34588173777118,-2.05829640234042,0.287585335430755
28.40484,-16.31606,-2.26499539648143,-2.01499395269701,0.250001443784418
28.40742,-16.31047,-2.27678964895841,-2.09507455207651,0.181715096881892
28.22075,-16.41267,-2.29005801387817,-2.14155440917402,0.148503604704148
28.4061,-16.3148,-2.33262820340269,-2.16528589429532,0.167342309107366
28.23907,-16.40304,-2.1400330190887,-2.11063276384621,0.0294002552424888
28.09883,-16.47955,-2.27590811530127,-2.14300403115197,0.132904084149299
28.09427,-16.48191,-2.36993667506572,-2.09018067221597,0.279756002849752
28.24048,-16.40157,-2.31803233636528,-2.14406628423913,0.173966052126151
27.79932,-17.88882,-2.41326243231922,-2.18810524038614,0.225157191933087
28.11894,-16.46277,-2.15444624649868,-2.02810073287048,0.126345513628198
28.2195,-16.4132,-2.2240404527398,-2.07018005181794,0.153860400921862
28.9185987,-13.681791,-2.35008531297376,-2.06703585892084,0.283049454052923
28.9182,-13.6665,-2.31791453514319,-2.12174103067203,0.196173504471165
28.9197889,-13.676154,-2.36551471586504,-2.15202233022458,0.213492385640463
28.9221043,-13.67392,-2.31763423834011,-2.12546139353701,0.192172844803102
28.4021,-16.3283,-2.09183914698975,-1.96822830944649,0.123610837543262
28.5858,-17.9116,-2.32543565623503,-2.14133454804026,0.184101108194774
28.4553,-17.8444,-2.25222838992365,-1.94922275237518,0.303005637548465
28.6715,-17.7639,-2.37710620929987,-2.24815114815698,0.128955061142893
