lat_zone,slope_diff,site_type
Tropical,-0.0566216250686953,other
Tropical,-0.106062867452174,other
Tropical,-0.14720974668049,other
Tropical,-0.132808756134773,other
Tropical,-0.0747509161416393,other
Tropical,-0.203126858576886,other
Tropical,-0.0985966375776757,other
Tropical,-0.152486320550391,other
Tropical,-0.145579159184946,other
Temperate,0.196643321812202,other
Temperate,-0.0375055676041174,other
Temperate,-0.0895240041453445,other
Temperate,0.339985432486376,other
Temperate,0.137732323622279,other
Temperate,0.198613064877765,other
Temperate,-0.143616669262452,other
Temperate,0.00283917442419224,other
Temperate,0.102972066443046,other
Temperate,0.27989078672465,other
Temperate,0.101673005005767,other
Temperate,0.0619008749227921,other
Temperate,0.0212395371577767,other
Temperate,0.0609941645420078,other
Tropical,-0.0363839780871276,other
Tropical,0.00370451587859266,other
Tropical,-0.0516406349184584,other
Tropical,-0.027059080864533,other
Tropical,-0.130168719323519,other
Tropical,0.0167578774212718,other
Tropical,-0.102096376071398,other
Tropical,-0.0137478961073476,other
Tropical,-0.057124845259102,other
Tropical,-0.0267055289601765,other
Temperate,-0.0701898508249426,other
Tropical,-0.0357717113710208,other
Tropical,-0.0797772777099768,other
Tropical,-0.0569184210025497,other
Tropical,-0.00766706464957512,other
Tropical,-0.120273591114255,other
Tropical,-0.0614907997965122,other
Tropical,0.0202101743254666,other
Tropical,-0.00236675245835727,other
Tropical,0.0223521483075047,other
Tropical,-0.0438685972402402,other
Tropical,-0.038076662092748,other
Tropical,0.130648485415943,other
Tropical,-0.0411334887747432,other
Tropical,-0.0260138885942696,other
Tropical,-0.0330874944110198,other
Tropical,0.45550573785009,other
Tropical,0.314323644151286,other
Tropical,0.456313317313749,other
Tropical,0.366824305555328,other
Tropical,0.349894230011313,other
Tropical,0.345384426676779,other
Tropical,0.370068618062801,other
Temperate,0.196031174660821,other
Temperate,0.190016484453318,other
Temperate,0.155581937046173,other
Temperate,0.138340019859082,other
Temperate,0.0836298328052454,other
Temperate,0.160182709510212,other
Temperate,0.191604208138802,other
Temperate,0.0885347373894772,other
Temperate,0.0740051291196129,other
Temperate,0.152304786860294,other
Temperate,0.239356186736968,other
Temperate,0.271406520582327,other
Temperate,0.172355123587189,other
Temperate,0.405253211720817,other
Temperate,0.117463497963485,other
Temperate,0.195963825145202,other
Temperate,0.220774370805578,other
Temperate,0.31576623154126,other
Temperate,0.114765868712841,other
Temperate,0.130168794217082,other
Temperate,0.221273393108358,other
Temperate,0.287585335430755,other
Temperate,0.250001443784418,other
Temperate,0.181715096881892,other
Temperate,0.148503604704148,other
Temperate,0.167342309107366,other
Temperate,0.0294002552424888,other
Temperate,0.132904084149299,other
Temperate,0.279756002849752,other
Temperate,0.173966052126151,other
Temperate,0.225157191933087,other
Temperate,0.126345513628198,other
Temperate,0.153860400921862,other
Temperate,0.283049454052923,other
Temperate,0.196173504471165,other
Temperate,0.213492385640463,other
Temperate,0.192172844803102,other
Temperate,0.123610837543262,other
Temperate,0.184101108194774,other
Temperate,0.303005637548465,other
Temperate,0.128955061142893,other
Temperate,0.106367357826123,other
Temperate,0.199920036663676,other
Temperate,0.248848603560504,other
Temperate,0.153616499034081,other
Temperate,0.285960061744795,other
Temperate,0.23312335686955,other
Temperate,0.123370450605576,other
Temperate,0.0287447856135685,other
Temperate,0.22687570606023,other
Temperate,0.130253699028201,other
Temperate,0.0621224290197162,other
Temperate,0.12760450297097,other
Temperate,0.170307837211776,other
Temperate,0.205936468783365,other
Temperate,0.266412159988934,other
Temperate,0.132744050407015,other
Temperate,0.151967519724245,other
Temperate,0.107522633268937,other
Temperate,0.272331999778593,other
Temperate,0.16021066156743,other
Temperate,0.296347450782399,other
Temperate,0.314410323335708,other
Temperate,0.182941571328303,other
Temperate,0.149855756860603,other
Temperate,0.204849996372037,other
Temperate,0.10102586517396,other
Temperate,0.0832829900585397,other
Temperate,0.20277123755471,other
Temperate,0.312628382034668,other
Temperate,0.367026040955773,other
Temperate,0.312788941943633,other
Temperate,0.100826497916417,other
Temperate,0.263326538379207,other
Temperate,0.1440100557185,other
Temperate,0.195531430001277,other
Temperate,0.115069564992321,other
Temperate,0.139690410879121,other
Temperate,0.0912368578973402,other
Temperate,0.271117729399387,other
Temperate,0.179423498302894,other
Temperate,0.171244925065241,other
Temperate,0.131780514261135,other
Temperate,0.207465999148057,other
Temperate,0.203087430795382,other
Temperate,0.248477683015268,other
Temperate,0.187502759456876,other
Temperate,0.176084122150653,other
Temperate,0.185648872128187,other
Temperate,0.140342393475275,other
Temperate,0.19246782838626,other
Temperate,0.165505768025628,other
Temperate,0.202156911799519,other
Temperate,0.23589803847397,other
Temperate,0.156544897394964,other
Temperate,0.301900161732012,other
Temperate,0.171342392346956,other
Temperate,0.140103616238673,other
Temperate,0.159293278770203,other
Temperate,0.177433274122207,other
Temperate,0.205349000172604,other
Temperate,0.108418352345601,other
Temperate,0.193469463854059,other
Temperate,0.0887619029005751,other
Temperate,0.185129662263811,other
Temperate,0.252038059402302,other
Temperate,0.059080186219362,other
Temperate,-0.295901342650116,other
Temperate,-0.0739268965589885,other
Temperate,-0.246749297517902,other
Temperate,-0.171891055920687,other
Tropical,-0.24207315569216,effective_mpa
Tropical,-0.228452260007179,other
Tropical,-0.161813476919554,other
Tropical,-0.251810640521913,other
Tropical,-0.142213233922407,other
Tropical,-0.234294697685876,other
Tropical,-0.219986181075793,other
Tropical,-0.166536011864024,other
Tropical,-0.147059669538739,other
Tropical,-0.248856002028839,other
Tropical,-0.0111193871908504,other
Tropical,-0.181082461375563,effective_mpa
Tropical,-0.130574605941808,other
Tropical,-0.282645751772287,other
Tropical,-0.302333266336302,other
Tropical,-0.210565578382026,other
Tropical,-0.122406517907414,other
Tropical,-0.271909230512613,other
Tropical,-0.143540747390397,other
Tropical,-0.169585793048928,other
Tropical,-0.100729808659707,other
Tropical,-0.108229281503963,other
Tropical,0.00401257659980381,effective_mpa
Tropical,-0.109705124140158,other
Tropical,-0.121520133468095,other
Tropical,-0.0833091432089992,other
Tropical,-0.160389728896412,other
Tropical,-0.0729612669799922,other
Tropical,-0.0692980265072127,other
Tropical,-0.197435200501428,other
Tropical,-0.119199536826734,other
Tropical,-0.124732380893134,other
Tropical,-0.0606534732762807,other
Tropical,-0.162556845749805,other
Temperate,-0.157935816553194,other
Temperate,0.140106096369988,other
Temperate,-0.0257156432703409,other
Temperate,0.113802981836005,other
Temperate,-0.12962294998808,other
Temperate,-0.114233174559776,other
Temperate,0.055272383492986,other
Temperate,-0.152187900205986,other
Temperate,-0.132515724743635,other
Temperate,0.0446448485002378,other
Temperate,-0.0953305634612316,other
Temperate,-0.136054382436866,other
Temperate,0.0861071783637311,other
Temperate,-0.144821041468395,other
Temperate,-0.0115660800100841,other
Temperate,-0.0580853210431833,other
Temperate,-0.041879904572351,other
Temperate,0.0887224658523484,other
Temperate,0.121178958389961,other
Temperate,-0.0467982108864795,other
Temperate,0.0588591460692549,other
Temperate,-0.0563142265707382,other
Temperate,0.0361609857600289,other
Temperate,-0.0196638811214238,other
Temperate,-0.0229094272976313,other
Temperate,0.071904341232848,other
Temperate,-0.0250106870709781,other
Temperate,-0.247271170138643,other
Temperate,-0.140309825503303,other
Temperate,-0.156645902846384,other
Temperate,0.0332754298416393,other
Temperate,-0.095787219509772,other
Temperate,-0.0671997357849881,other
Temperate,-0.0758705674604123,other
Temperate,0.0277883068504825,other
Temperate,-0.264542258100891,other
Temperate,-0.02401901256602,other
Temperate,-0.0981212857888807,other
Temperate,-0.0284797922713405,other
Temperate,0.028471258882343,other
Temperate,0.061261780511688,other
Temperate,0.00547838181044358,other
Temperate,0.0177886425091607,other
Temperate,-0.0365561621607831,other
Temperate,-0.111537550580576,other
Tropical,-0.0184928535478637,other
Tropical,-0.0199190447911253,other
Tropical,-0.0291839644573324,other
Tropical,-0.0152854936919682,other
Tropical,0.0451479872298548,other
Tropical,0.0115062356189828,other
Temperate,-0.0701479727012102,other
Temperate,-0.0670995610546172,other
Temperate,-0.106947953964888,other
Temperate,0.00230926499327078,other
Temperate,-0.151298806136495,other
Temperate,0.094904262690946,other
Temperate,-0.0189326460284951,other
Temperate,-0.206560897138769,other
Temperate,-0.0483224521734642,other
Temperate,0.033295711166931,other
Temperate,-0.0261141023305096,other
Temperate,-0.102808514345045,other
Temperate,-0.0479156276670163,other
Temperate,-0.191045458336814,other
Temperate,0.230023726394261,other
Temperate,0.0681630627145817,other
Temperate,-0.0930536613223341,other
Temperate,0.094240974238105,other
Temperate,,other
Temperate,,other
Temperate,,other
Temperate,,other
Temperate,,other
Temperate,,other
Temperate,,other
Temperate,,other
Temperate,0.031794409868402,other
Temperate,0.0978506365203722,other
Temperate,0.00517356141985204,other
Temperate,0.00887166769904191,other
Temperate,0.0416773200683718,other
Temperate,-0.0180826835844794,other
Temperate,0.172557601622239,other
Temperate,-0.110336072234591,other
Temperate,-0.0861751525756929,other
Tropical,-0.0487120315876219,other
Tropical,-0.121349707450961,other
Tropical,-0.11651529503113,other
Tropical,-0.0589850493554445,other
Tropical,-0.0121307157731887,other
Tropical,-0.0295356529328572,other
Tropical,-0.0876310073649402,other
Tropical,-0.0760106973334485,other
Tropical,-0.052619751220448,other
Tropical,-0.0581811367380913,other
Tropical,-0.0460357585193605,other
Tropical,-0.0561454688291621,other
Temperate,-0.298559816822179,other
Temperate,-0.47726778499618,other
Temperate,-0.519400439610366,other
Tropical,-0.113766939293127,other
Tropical,-0.105892567333588,other
Tropical,-0.163099445878589,other
Tropical,-0.0873017574680572,other
Tropical,-0.163600157484967,other
Tropical,0.174330153780314,other
Tropical,-0.0702902286818814,other
Tropical,-0.0156191286539826,other
Tropical,-0.0169229532389297,other
Tropical,-0.000195789969426929,other
Tropical,0.0247274524757835,other
Tropical,-0.0214900788596513,other
Tropical,-0.0227581195726574,other
Tropical,0.0147476554223998,other
Tropical,0.041060161151862,other
Tropical,0.0147315151215346,other
Tropical,0.0267645449852521,other
Tropical,0.0252477001516711,other
Tropical,0.0181702298871067,other
Tropical,-0.097614813081834,other
Tropical,-0.032517506636403,effective_mpa
Tropical,-0.0442630546441836,effective_mpa
Tropical,-0.0331427816571754,other
Tropical,-0.030857183852218,other
Tropical,-0.0272291708625985,other
Tropical,-0.0245502346343205,other
Tropical,-0.0768782283793341,other
Tropical,-0.0407918408578056,other
Tropical,-0.0257129832750236,other
Tropical,-0.0315995322957761,other
Tropical,-0.0393668431563636,other
Tropical,-0.0335069237029677,effective_mpa
Tropical,-0.031364734182328,other
Tropical,-0.034094490432137,other
Tropical,-0.0747379930219676,other
Tropical,-0.0442801958789623,other
Tropical,-0.0104787839041969,other
Tropical,-0.0856605290586481,other
Tropical,-0.063404272538083,other
Tropical,-0.0808884473140992,other
Tropical,-0.0245684106525075,other
Tropical,-0.0252790548835538,other
Tropical,-0.0219072771573734,effective_mpa
Tropical,-0.0460568006486075,other
Tropical,-0.0803174380254124,other
Tropical,-0.0854759737740638,other
Tropical,-0.0401166219927251,other
Tropical,-0.0238178514206742,other
Tropical,-0.0194393028892974,other
Tropical,-0.0633070364475723,other
Tropical,-0.0640403937864433,other
Tropical,-0.082905525519583,other
Tropical,-0.0202944803610223,other
Tropical,-0.0686911149210738,effective_mpa
Tropical,-0.0296204066318042,effective_mpa
Tropical,-0.0304005627250938,effective_mpa
Tropical,-0.0684376646513845,effective_mpa
Tropical,-0.0544206033241423,effective_mpa
Tropical,-0.119762606587652,effective_mpa
Tropical,-0.0346424762042563,effective_mpa
Tropical,-0.0420714276040415,effective_mpa
Tropical,-0.0625706462000637,effective_mpa
Tropical,-0.0703939705255237,effective_mpa
Tropical,-0.0255401953163752,effective_mpa
Tropical,-0.0619927161440406,effective_mpa
Tropical,-0.0222763064005678,effective_mpa
Tropical,-0.0175358044905556,effective_mpa
Tropical,-0.0635928921915945,other
Tropical,-0.0544332544767565,other
Tropical,-0.0171634739622801,other
Tropical,-0.0290734367907675,other
Tropical,-0.0195533696722707,other
Tropical,-0.0247750408545722,other
Tropical,-0.0359237494065576,other
Tropical,-0.023934002730742,other
Tropical,-0.0537471818663218,effective_mpa
Tropical,-0.0224790886896928,other
Tropical,-0.0434345502986695,other
Tropical,0.00293757201577471,other
Tropical,0.0523022106506319,other
Tropical,-0.0685858651348332,other
Tropical,-0.0380077011038884,other
Tropical,-0.0453261669210534,other
Tropical,-0.0159411810927936,other
Tropical,-0.0700288142886976,other
Tropical,-0.0553643108923936,other
Tropical,-0.0479645382062874,effective_mpa
Tropical,-0.0730824374216232,effective_mpa
Tropical,-0.122517288787839,other
Tropical,-0.00321250049924204,other
Tropical,-0.0280588190862654,other
Tropical,-0.00672995070280691,other
Tropical,-0.153684608314519,other
Tropical,-0.0246702821031144,other
Tropical,-0.0220903898164175,other
Tropical,-0.0789608345558919,other
Tropical,-0.0483409799482049,other
Tropical,-0.0147636074145063,other
Tropical,-0.0170782817993511,effective_mpa
Tropical,0.00334395009977229,other
Tropical,-0.00857557214515747,other
Tropical,0.02793467815951,other
Tropical,-0.0196768030089298,other
Tropical,-0.038288742424891,other
Tropical,0.00260907070914929,other
Tropical,-0.024114417251931,other
Tropical,0.018238433094071,other
Tropical,-0.00881622842756613,other
Tropical,-0.00786228435401037,other
Tropical,-0.0560055631325156,other
Tropical,0.00827144559663084,other
Tropical,0.000630858425780367,other
Tropical,-0.0243311699238939,other
Tropical,-0.0405793965078649,other
Tropical,-0.0354071385231132,other
Tropical,0.0216492267628783,other
Tropical,-0.0156694917550904,other
Tropical,-0.00679894461355524,other
Tropical,0.011544945269315,other
Tropical,-0.0373918987608946,other
Tropical,-0.0680914819186207,other
Tropical,-0.137058172942261,other
Tropical,-0.0121291887812824,other
Tropical,-0.0327673200623362,other
Tropical,0.00604747476973522,other
Tropical,-0.00848049149864982,other
Tropical,-0.00280284180227275,other
Tropical,0.0126515606861428,other
Tropical,-0.0188061660708945,other
Tropical,-0.00180286506807859,other
Tropical,0.022988778312971,other
Tropical,-0.000471848769192151,other
Tropical,-0.319407856888291,other
Tropical,-0.0276798519861636,other
Tropical,-0.0195389789415545,other
Tropical,-0.0068169662342048,other
Tropical,-0.0184333120124904,other
Tropical,0.0273808350125637,other
Tropical,-0.0120324412611228,other
Tropical,-0.00609660496783882,other
Tropical,-7.27908992692594e-05,other
Tropical,0.00285212884605945,other
Tropical,-0.0618370046380909,other
Tropical,-0.250197178037758,other
Tropical,-0.0630611735455637,other
Tropical,-0.0353340812073388,other
Tropical,-0.0297843818506964,other
Tropical,-0.0337306927002685,other
Tropical,-0.0988757889403889,other
Tropical,-0.0431588199747877,effective_mpa
Tropical,-0.00798090117829875,effective_mpa
Tropical,-0.137566199928515,effective_mpa
Tropical,-0.0505570968981444,effective_mpa
Tropical,-0.0415213597255815,effective_mpa
Tropical,-0.115096878266482,other
Tropical,-0.0331135521179251,other
Tropical,-0.0694837533104629,other
Tropical,-0.192957212229562,other
Tropical,-0.112015645607221,other
Tropical,-0.0958263065718734,other
Tropical,-0.0699399621296863,other
Tropical,-0.122348619121705,other
Tropical,-0.119958156454263,other
Tropical,-0.0632843474501639,other
Tropical,-0.0907278067708801,other
Tropical,-0.106579166012943,other
Tropical,-0.136948438612968,other
Tropical,-0.20757093899725,other
Tropical,-0.147338127296058,other
Tropical,-0.187253725379956,other
Tropical,-0.197037460313128,other
Tropical,-0.0599191363035754,other
Tropical,-0.127877014887,other
Tropical,-0.178079467624941,other
Tropical,-0.0130619973323562,other
Tropical,-0.138345995425504,other
Tropical,-0.0574786340263644,other
Tropical,-0.123425989557861,other
Tropical,-0.174375530766838,other
Tropical,-0.195233994112767,other
Tropical,-0.223163687780501,other
Tropical,-0.129533506869938,other
Tropical,-0.0311377210184336,other
Tropical,-0.0136069928783553,other
Tropical,-0.0144083306868179,other
Tropical,-0.0484643053211762,other
Tropical,-0.008209126832329,other
Tropical,-0.0576917779985378,other
Tropical,-0.1838384246524,other
Tropical,-0.133654703461859,other
Tropical,-0.121946487615749,other
Tropical,-0.210914609545275,other
Tropical,-0.127972412851896,other
Tropical,-0.134953425009257,other
Tropical,-0.168219152798504,other
Tropical,-0.0820394363751911,other
Tropical,-0.0300864188803762,other
Tropical,-0.176741163905551,other
Tropical,-0.191502084994904,other
Tropical,-0.0277142921380298,other
Tropical,-0.105215154495536,other
Tropical,-0.0877642711976758,other
Tropical,-0.0702214212512571,other
Tropical,-0.0666982214377196,other
Tropical,-0.0490949089585191,other
Tropical,-0.157135041495834,other
Tropical,-0.078477305981761,other
Tropical,-0.0432285110937427,other
Tropical,-0.0851029733649216,other
Tropical,-0.0484535532758483,other
Tropical,-0.260457316154848,other
Tropical,-0.0692838215376526,other
Tropical,-0.0979830342234247,other
Tropical,-0.0571393585965729,other
Tropical,-0.0408151815010585,other
Tropical,-0.0314891929267533,other
Tropical,-0.0481459607549135,other
Tropical,-0.0421047538443915,other
Tropical,-0.0386147489791167,other
Tropical,-0.0473414057252333,other
Tropical,-0.051998128640856,other
Tropical,-0.0479356699307854,other
Tropical,-0.142041075548451,other
Tropical,-0.00764641054551074,other
Tropical,-0.0367569502365641,other
Tropical,-0.017450531044759,other
Tropical,-0.0281174635360193,other
Tropical,-0.0332671127599009,other
Tropical,-0.045559632837914,effective_mpa
Tropical,-0.0512014756714727,effective_mpa
Tropical,-0.0270302676944927,effective_mpa
Tropical,-0.0373391987102991,effective_mpa
Tropical,-0.0642420171157367,effective_mpa
Tropical,-0.0335739459366518,effective_mpa
Tropical,-0.0953516816381945,effective_mpa
Tropical,-0.0980533400520167,effective_mpa
Tropical,-0.122388870919882,effective_mpa
Tropical,-0.0715961467413702,effective_mpa
Tropical,-0.035059373266001,effective_mpa
Tropical,-0.0615905702221677,effective_mpa
Temperate,-0.373855329815513,other
Temperate,-0.461498118142761,other
Temperate,-0.246436934852285,other
Temperate,-0.140942010173281,other
Temperate,-0.211167679769101,other
Temperate,-0.154747790873879,other
Temperate,-0.282451248977852,other
Temperate,-0.244823380490005,other
Temperate,-0.298587914218386,other
Temperate,-0.200772791103585,other
Temperate,-0.347363340718528,other
Temperate,-0.447179998571627,other
Temperate,-0.277856882430861,other
Temperate,-0.203326278081575,other
Temperate,-0.337684464200749,other
Temperate,-0.239891662029966,other
Temperate,-0.0604984131596127,other
Temperate,-0.208807776536024,other
Temperate,-0.287695184759917,other
Temperate,-0.230231499644289,other
Temperate,-0.260272574222371,other
Temperate,-0.121914011033354,other
Temperate,-0.25276878943007,other
Temperate,-0.258578089517026,other
Temperate,,other
Temperate,-0.256060424991062,other
Temperate,-0.218725244322544,other
Temperate,-0.207644546719286,other
Temperate,-0.318264995134731,other
Temperate,-0.436824077269587,other
Temperate,0.049294237595463,other
Temperate,-0.214345468928749,other
Temperate,-0.293535438522822,other
Temperate,-0.405732272230676,other
Temperate,-0.377799449138618,other
Temperate,-0.331155566138952,other
Temperate,-0.204843343093009,other
Temperate,,other
Temperate,-0.186255449637389,other
Temperate,-0.393353983470468,other
Temperate,-0.376982555201139,other
Temperate,-0.232624641720283,other
