bin_mid,norm_density,group_ordered
1536,7.71233974358974e-06,fish-only
3072,8.26322115384616e-07,fish-only
6144,5.5088141025641e-07,fish-only
12288,2.50400641025641e-08,fish-only
24576,6.26001602564103e-09,fish-only
49152,3.13000801282051e-09,fish-only
98304,7.82502003205128e-10,fish-only
48,0.014265625,fish-only
96,0.0060625,fish-only
192,0.00280859375,fish-only
384,0.0001640625,fish-only
768,8.984375e-05,fish-only
1536,1.7578125e-05,fish-only
3072,2.44140625e-06,fish-only
6144,4.8828125e-07,fish-only
12288,4.2724609375e-07,fish-only
24576,6.103515625e-08,fish-only
48,0.0158645833333333,fish-only
96,0.00561979166666667,fish-only
192,0.00560677083333333,fish-only
384,0.000244791666666667,fish-only
768,3.97135416666667e-05,fish-only
1536,3.58072916666667e-06,fish-only
3072,3.25520833333333e-07,fish-only
6144,8.13802083333333e-08,fish-only
48,0.00597395833333333,fish-only
96,0.0280217013888889,fish-only
192,0.009,fish-only
384,0.00111979166666667,fish-only
768,0.000152452256944444,fish-only
1536,1.54079861111111e-05,fish-only
3072,5.69661458333333e-07,fish-only
6144,8.13802083333333e-08,fish-only
12288,6.103515625e-08,fish-only
24576,3.0517578125e-08,fish-only
49152,2.20404730902778e-08,fish-only
98304,7.62939453125e-09,fish-only
393216,2.11927625868056e-10,fish-only
48,0.00892708333333333,fish-only
96,0.0138333333333333,fish-only
192,0.00629036458333333,fish-only
384,0.00142708333333333,fish-only
768,0.000126953125,fish-only
1536,1.20442708333333e-05,fish-only
3072,1.220703125e-06,fish-only
6144,4.06901041666667e-08,fish-only
12288,4.06901041666667e-08,fish-only
98304,5.08626302083333e-09,fish-only
48,0.00724242424242424,fish-only
96,0.0055842803030303,fish-only
192,0.00416098484848485,fish-only
384,0.000815577651515151,fish-only
768,0.000116595643939394,fish-only
1536,1.06534090909091e-05,fish-only
3072,2.27864583333333e-06,fish-only
6144,3.99502840909091e-07,fish-only
12288,4.43892045454546e-08,fish-only
24576,2.58937026515152e-08,fish-only
49152,3.69910037878788e-09,fish-only
98304,1.84955018939394e-09,fish-only
48,0.006796875,fish-only
96,0.01323828125,fish-only
192,0.0064375,fish-only
384,0.0003466796875,fish-only
768,0.0001474609375,fish-only
1536,1.46484375e-05,fish-only
3072,2.44140625e-06,fish-only
6144,6.103515625e-08,fish-only
12288,3.0517578125e-08,fish-only
24576,3.0517578125e-08,fish-only
48,0.00395982142857143,fish-only
96,0.00358035714285714,fish-only
192,0.000873325892857143,fish-only
384,0.000361049107142857,fish-only
768,7.75669642857143e-05,fish-only
1536,6.20814732142857e-06,fish-only
3072,8.37053571428572e-07,fish-only
6144,8.71930803571429e-08,fish-only
12288,2.61579241071429e-08,fish-only
196608,5.44956752232143e-10,fish-only
48,0.007140625,fish-only
96,0.005095703125,fish-only
192,0.0014375,fish-only
384,0.00044775390625,fish-only
768,6.0791015625e-05,fish-only
1536,7.32421875e-06,fish-only
3072,2.44140625e-07,fish-only
6144,3.0517578125e-08,fish-only
24576,7.62939453125e-09,fish-only
98304,1.9073486328125e-09,fish-only
48,0.0102951388888889,fish-only
96,0.00543055555555556,fish-only
192,0.00242100694444444,fish-only
384,0.000409722222222222,fish-only
768,3.90625e-05,fish-only
1536,3.14670138888889e-06,fish-only
3072,5.42534722222222e-07,fish-only
12288,1.35633680555556e-08,fish-only
24576,1.35633680555556e-08,fish-only
98304,1.69542100694444e-09,fish-only
48,0.005421875,fish-only
96,0.01388671875,fish-only
192,0.000771484375,fish-only
384,0.0001591796875,fish-only
768,2.05078125e-05,fish-only
1536,1.46484375e-06,fish-only
3072,1.220703125e-07,fish-only
6144,1.8310546875e-07,fish-only
48,0.00284375,fish-only
96,0.00353645833333333,fish-only
192,0.00259635416666667,fish-only
384,0.000537760416666667,fish-only
768,0.0003046875,fish-only
1536,5.20833333333333e-06,fish-only
3072,1.62760416666667e-06,fish-only
6144,4.06901041666667e-07,fish-only
12288,1.220703125e-07,fish-only
48,0.00646875,fish-only
96,0.0096875,fish-only
192,0.000859375,fish-only
384,0.0024375,fish-only
768,6.0546875e-05,fish-only
1536,8.7890625e-06,fish-only
3072,2.9296875e-06,fish-only
6144,4.8828125e-07,fish-only
48,0.0056875,fish-only
96,0.0074375,fish-only
192,0.00371875,fish-only
384,0.0029296875,fish-only
768,7.8125e-05,fish-only
48,0.006265625,fish-only
96,0.00809375,fish-only
192,0.00711328125,fish-only
384,0.00022265625,fish-only
768,2.34375e-05,fish-only
1536,3.41796875e-06,fish-only
3072,4.8828125e-07,fish-only
98304,7.62939453125e-09,fish-only
196608,3.814697265625e-09,fish-only
48,0.000958333333333333,fish-only
96,0.00127083333333333,fish-only
192,0.0016875,fish-only
384,0.000510416666666667,fish-only
768,2.86458333333333e-05,fish-only
1536,4.55729166666667e-06,fish-only
3072,3.25520833333333e-07,fish-only
6144,1.62760416666667e-07,fish-only
12288,8.13802083333333e-08,fish-only
48,0.0026,fish-only
96,0.00241875,fish-only
192,0.001853125,fish-only
384,0.000346875,fish-only
768,3.203125e-05,fish-only
1536,1.171875e-06,fish-only
3072,1.953125e-07,fish-only
12288,4.8828125e-08,fish-only
48,0.00046875,fish-only
96,0.00540625,fish-only
192,0.017359375,fish-only
384,0.00307421875,fish-only
768,7.03125e-05,fish-only
1536,1.85546875e-05,fish-only
3072,1.46484375e-06,fish-only
48,0.003953125,fish-only
96,0.000921875,fish-only
192,0.0008125,fish-only
384,0.000330078125,fish-only
768,4.00390625e-05,fish-only
1536,9.765625e-07,fish-only
3072,2.44140625e-07,fish-only
6144,1.220703125e-07,fish-only
48,0.006125,fish-only
96,0.00810416666666667,fish-only
192,0.00203125,fish-only
384,6.51041666666667e-05,fish-only
768,2.34375e-05,fish-only
1536,1.43229166666667e-05,fish-only
3072,1.30208333333333e-06,fish-only
48,0.00586979166666667,fish-only
96,0.00608854166666667,fish-only
192,0.00139713541666667,fish-only
384,0.000173828125,fish-only
768,5.33854166666667e-05,fish-only
1536,3.41796875e-06,fish-only
3072,2.44140625e-07,fish-only
6144,8.13802083333333e-08,fish-only
49152,5.08626302083333e-09,fish-only
98304,2.54313151041667e-09,fish-only
196608,1.27156575520833e-09,fish-only
48,0.0175625,fish-only
96,0.0139947916666667,fish-only
192,0.00616927083333333,fish-only
384,0.00102604166666667,fish-only
768,0.000174479166666667,fish-only
1536,1.13932291666667e-05,fish-only
3072,3.25520833333333e-06,fish-only
6144,1.05794270833333e-06,fish-only
12288,3.662109375e-07,fish-only
24576,1.42415364583333e-07,fish-only
48,0.00459375,fish-only
96,0.002765625,fish-only
192,0.0009921875,fish-only
384,0.00010546875,fish-only
768,1.953125e-06,fish-only
48,0.0069375,fish-only
96,0.0056875,fish-only
192,0.00475,fish-only
384,0.000578125,fish-only
768,9.765625e-05,fish-only
1536,1.953125e-06,fish-only
48,0.0073125,fish-only
96,0.001625,fish-only
192,0.00065625,fish-only
384,2.34375e-05,fish-only
768,3.90625e-06,fish-only
1536,1.953125e-06,fish-only
3072,9.765625e-07,fish-only
48,0.00370454545454545,fish-only
96,0.00295738636363636,fish-only
192,0.00215482954545455,fish-only
384,0.000639914772727273,fish-only
768,0.000212713068181818,fish-only
1536,1.54474431818182e-05,fish-only
3072,8.87784090909091e-07,fish-only
6144,1.33167613636364e-07,fish-only
12288,6.65838068181818e-08,fish-only
48,0.0036375,fish-only
96,0.00236875,fish-only
192,0.001746875,fish-only
384,0.00055625,fish-only
768,0.000125,fish-only
1536,2.1875e-05,fish-only
3072,1.953125e-06,fish-only
6144,2.9296875e-07,fish-only
48,0.00672916666666667,fish-only
96,0.00615885416666667,fish-only
192,0.00069921875,fish-only
384,0.000245442708333333,fish-only
768,2.89713541666667e-05,fish-only
1536,1.62760416666667e-06,fish-only
3072,6.51041666666667e-07,fish-only
6144,1.220703125e-07,fish-only
24576,2.03450520833333e-08,fish-only
48,0.00945535714285714,fish-only
96,0.00122321428571429,fish-only
192,0.000321428571428572,fish-only
384,8.81696428571429e-05,fish-only
768,1.953125e-05,fish-only
1536,2.79017857142857e-06,fish-only
3072,8.37053571428572e-07,fish-only
6144,4.8828125e-07,fish-only
12288,2.44140625e-07,fish-only
24576,5.23158482142857e-08,fish-only
49152,1.74386160714286e-08,fish-only
98304,4.35965401785714e-09,fish-only
48,0.0016125,fish-only
96,0.0022125,fish-only
192,0.00091875,fish-only
384,0.000484375,fish-only
768,0.0001796875,fish-only
1536,6.25e-06,fish-only
3072,1.3671875e-06,fish-only
6144,1.953125e-07,fish-only
24576,4.8828125e-08,fish-only
196608,3.0517578125e-09,fish-only
48,0.0125817307692308,fish-only
96,0.0075,fish-only
192,0.00427403846153846,fish-only
384,0.00340504807692308,fish-only
768,0.000140625,fish-only
1536,1.42728365384615e-05,fish-only
3072,2.70432692307692e-06,fish-only
6144,4.50721153846154e-07,fish-only
12288,9.39002403846154e-08,fish-only
24576,9.39002403846154e-09,fish-only
48,0.007375,fish-only
96,0.00415625,fish-only
192,0.00090625,fish-only
384,0.0023359375,fish-only
768,0.00019140625,fish-only
1536,5.859375e-05,fish-only
3072,1.953125e-06,fish-only
12288,2.44140625e-07,fish-only
98304,6.103515625e-08,fish-only
96,6.25e-05,fish-only
384,0.001125,fish-only
768,0.00026171875,fish-only
1536,5.859375e-06,fish-only
3072,2.9296875e-06,fish-only
48,0.00925,fish-only
96,0.001875,fish-only
192,0.00278125,fish-only
384,0.000828125,fish-only
768,5.46875e-05,fish-only
3072,9.765625e-07,fish-only
6144,4.8828125e-07,fish-only
48,0.0003125,fish-only
96,0.00134375,fish-only
192,0.047953125,fish-only
384,0.0006328125,fish-only
768,5.859375e-05,fish-only
1536,5.859375e-06,fish-only
3072,3.90625e-06,fish-only
48,0.0104243421052632,fish-only
96,0.00636677631578947,fish-only
192,0.00237171052631579,fish-only
384,0.00169613486842105,fish-only
768,0.000651521381578947,fish-only
1536,7.70970394736842e-06,fish-only
3072,1.90172697368421e-06,fish-only
6144,2.31291118421053e-07,fish-only
12288,6.42475328947368e-08,fish-only
24576,6.42475328947369e-09,fish-only
49152,9.63712993421053e-09,fish-only
98304,9.63712993421053e-09,fish-only
48,0.002125,fish-only
96,0.002,fish-only
192,0.00015625,fish-only
384,9.375e-05,fish-only
768,1.171875e-05,fish-only
1536,1.953125e-06,fish-only
3072,1.953125e-06,fish-only
48,0.0034375,fish-only
96,0.00328125,fish-only
192,0.0004375,fish-only
384,0.0001953125,fish-only
768,6.25e-05,fish-only
1536,1.5625e-05,fish-only
3072,2.9296875e-06,fish-only
6144,9.765625e-07,fish-only
48,0.005671875,fish-only
96,0.0105286458333333,fish-only
192,0.002734375,fish-only
384,0.00110872395833333,fish-only
768,0.000270833333333333,fish-only
1536,1.52994791666667e-05,fish-only
3072,3.01106770833333e-06,fish-only
6144,6.91731770833333e-07,fish-only
12288,6.103515625e-08,fish-only
48,0.0045625,fish-only
96,0.00425,fish-only
192,0.001359375,fish-only
384,0.0003203125,fish-only
768,0.0001015625,fish-only
1536,1.953125e-06,fish-only
3072,1.953125e-06,fish-only
48,0.0008125,fish-only
96,0.00234375,fish-only
192,0.002046875,fish-only
384,0.0019765625,fish-only
768,0.00010546875,fish-only
1536,1.5625e-05,fish-only
3072,9.765625e-07,fish-only
6144,4.8828125e-07,fish-only
48,0.007375,fish-only
96,0.0035,fish-only
192,0.000421875,fish-only
384,0.0002109375,fish-only
768,2.734375e-05,fish-only
24576,1.220703125e-07,fish-only
98304,3.0517578125e-08,fish-only
48,0.00425,fish-only
96,0.0017578125,fish-only
192,0.0004140625,fish-only
384,0.000140625,fish-only
768,0.000125,fish-only
1536,4.8828125e-07,fish-only
48,0.003578125,fish-only
96,0.0065,fish-only
192,0.00125390625,fish-only
384,0.00112109375,fish-only
768,0.00035546875,fish-only
1536,7.8125e-06,fish-only
3072,2.44140625e-07,fish-only
6144,1.220703125e-07,fish-only
24576,3.0517578125e-08,fish-only
98304,7.62939453125e-09,fish-only
48,0.0023125,fish-only
96,0.00084375,fish-only
192,0.0001953125,fish-only
384,6.640625e-05,fish-only
768,2.9296875e-05,fish-only
1536,6.8359375e-06,fish-only
3072,4.8828125e-07,fish-only
48,0.001875,fish-only
96,0.00125,fish-only
192,0.000796875,fish-only
384,7.03125e-05,fish-only
768,7.8125e-06,fish-only
1536,1.953125e-06,fish-only
48,0.011140625,fish-only
96,0.0025546875,fish-only
192,0.00255078125,fish-only
384,0.00148046875,fish-only
768,0.0001943359375,fish-only
1536,8.7890625e-06,fish-only
3072,2.685546875e-06,fish-only
6144,7.32421875e-07,fish-only
12288,6.103515625e-08,fish-only
24576,3.0517578125e-08,fish-only
48,0.00245833333333333,fish-only
96,0.00108333333333333,fish-only
192,0.000260416666666667,fish-only
384,0.00024609375,fish-only
768,3.64583333333333e-05,fish-only
1536,3.41796875e-05,fish-only
3072,6.51041666666667e-07,fish-only
6144,8.95182291666667e-07,fish-only
48,0.0013875,fish-only
96,0.000875,fish-only
192,0.000109375,fish-only
384,0.0001484375,fish-only
768,3.4375e-05,fish-only
1536,2.890625e-05,fish-only
3072,2.9296875e-06,fish-only
6144,3.90625e-07,fish-only
48,0.0024125,fish-only
96,0.00110625,fish-only
192,0.00013125,fish-only
384,1e-04,fish-only
768,4.84375e-05,fish-only
1536,8.984375e-06,fish-only
3072,1.953125e-07,fish-only
6144,9.765625e-08,fish-only
48,0.0012125,fish-only
96,0.0006375,fish-only
192,0.00010625,fish-only
384,0.000128125,fish-only
768,3.28125e-05,fish-only
1536,8.59375e-06,fish-only
3072,7.8125e-07,fish-only
6144,9.765625e-08,fish-only
49152,1.220703125e-08,fish-only
48,0.00319791666666667,fish-only
96,0.00174479166666667,fish-only
192,0.0001875,fish-only
384,0.000135416666666667,fish-only
768,4.4921875e-05,fish-only
1536,3.02734375e-05,fish-only
3072,6.51041666666667e-07,fish-only
49152,1.01725260416667e-08,fish-only
48,0.0019375,fish-only
96,0.00103125,fish-only
192,0.0001015625,fish-only
384,0.000153645833333333,fish-only
768,2.21354166666667e-05,fish-only
1536,3.64583333333333e-05,fish-only
3072,4.8828125e-07,fish-only
6144,8.13802083333333e-08,fish-only
48,0.0016875,fish-only
96,0.000265625,fish-only
192,7.8125e-05,fish-only
384,0.000109375,fish-only
768,6.4453125e-05,fish-only
1536,1.66015625e-05,fish-only
3072,9.765625e-07,fish-only
6144,2.44140625e-07,fish-only
24576,1.5869140625e-06,fish-only
48,0.0046875,fish-only
96,0.00509375,fish-only
192,0.0005625,fish-only
384,0.000125,fish-only
768,0.000171875,fish-only
1536,1.7578125e-05,fish-only
3072,9.765625e-07,fish-only
24576,1.220703125e-07,fish-only
48,0.0083125,fish-only
96,0.000890625,fish-only
192,0.0004140625,fish-only
384,7.8125e-05,fish-only
768,7.6171875e-05,fish-only
1536,3.90625e-06,fish-only
3072,4.8828125e-07,fish-only
6144,7.32421875e-07,fish-only
24576,1.8310546875e-07,fish-only
49152,2.13623046875e-07,fish-only
98304,1.52587890625e-08,fish-only
48,0.0011875,fish-only
96,0.000609375,fish-only
192,0.00015625,fish-only
384,8.59375e-05,fish-only
768,5.46875e-05,fish-only
1536,1.07421875e-05,fish-only
6144,2.44140625e-07,fish-only
48,0.01790625,fish-only
96,0.00809375,fish-only
192,0.0009375,fish-only
384,0.00033203125,fish-only
768,0.0002109375,fish-only
1536,9.08203125e-05,fish-only
3072,4.8828125e-07,fish-only
6144,2.44140625e-07,fish-only
24576,1.220703125e-07,fish-only
49152,9.1552734375e-08,fish-only
48,0.00441666666666667,fish-only
96,0.00340625,fish-only
192,0.000463541666666667,fish-only
384,4.94791666666667e-05,fish-only
768,3.25520833333333e-05,fish-only
1536,3.90625e-06,fish-only
12288,1.62760416666667e-07,fish-only
24576,1.62760416666667e-07,fish-only
49152,1.01725260416667e-07,fish-only
98304,2.03450520833333e-08,fish-only
48,0.12625,fish-only
96,0.00184375,fish-only
192,7.8125e-05,fish-only
384,2.34375e-05,fish-only
768,8.203125e-05,fish-only
1536,2.1484375e-05,fish-only
3072,5.859375e-06,fish-only
12288,9.765625e-07,fish-only
24576,3.662109375e-07,fish-only
48,0.01075,fish-only
96,0.002328125,fish-only
192,0.000203125,fish-only
384,6.640625e-05,fish-only
768,6.640625e-05,fish-only
1536,1.07421875e-05,fish-only
3072,4.8828125e-07,fish-only
24576,6.103515625e-08,fish-only
48,0.00475,fish-only
96,0.000875,fish-only
192,0.0001484375,fish-only
384,0.00020703125,fish-only
768,0.000146484375,fish-only
1536,2.63671875e-05,fish-only
3072,9.765625e-07,fish-only
48,0.02103125,fish-only
96,0.0128125,fish-only
192,0.0008984375,fish-only
384,0.0001328125,fish-only
768,0.0002421875,fish-only
1536,3.3203125e-05,fish-only
24576,1.220703125e-06,fish-only
49152,4.2724609375e-07,fish-only
98304,4.57763671875e-08,fish-only
48,0.02303125,fish-only
96,0.0024375,fish-only
192,0.0003046875,fish-only
384,0.000125,fish-only
768,7.8125e-05,fish-only
1536,4.296875e-05,fish-only
24576,4.8828125e-07,fish-only
49152,1.8310546875e-07,fish-only
48,0.020375,fish-only
96,0.00825,fish-only
192,0.0001171875,fish-only
384,0.00044140625,fish-only
768,0.002169921875,fish-only
1536,0.0001533203125,fish-only
6144,2.44140625e-07,fish-only
48,0.00259375,fish-only
96,0.00084375,fish-only
192,0.0008125,fish-only
384,0.00033984375,fish-only
768,0.000455078125,fish-only
1536,0.0002568359375,fish-only
3072,2.9296875e-06,fish-only
6144,2.44140625e-07,fish-only
24576,1.220703125e-07,fish-only
48,0.00122916666666667,fish-only
96,0.000833333333333333,fish-only
192,0.000265625,fish-only
384,0.000111979166666667,fish-only
768,6.11979166666667e-05,fish-only
1536,9.765625e-06,fish-only
3072,3.25520833333333e-07,fish-only
12288,8.13802083333333e-08,fish-only
24576,4.06901041666667e-08,fish-only
48,0.00046875,fish-only
96,0.00071875,fish-only
192,0.000666015625,fish-only
384,0.00029296875,fish-only
768,7.470703125e-05,fish-only
1536,4.8828125e-07,fish-only
6144,6.103515625e-08,fish-only
48,0.0004453125,fish-only
96,0.000640625,fish-only
192,0.001689453125,fish-only
384,0.00097265625,fish-only
768,0.00018505859375,fish-only
1536,7.080078125e-06,fish-only
3072,1.220703125e-07,fish-only
48,0.0003359375,fish-only
96,0.0011953125,fish-only
192,0.00280078125,fish-only
384,0.0006806640625,fish-only
768,0.00010595703125,fish-only
1536,2.9296875e-06,fish-only
6144,2.44140625e-07,fish-only
48,0.00015625,fish-only
96,0.001359375,fish-only
192,0.002208984375,fish-only
384,0.000416015625,fish-only
768,9.47265625e-05,fish-only
1536,1.318359375e-05,fish-only
6144,6.103515625e-08,fish-only
48,0.0002578125,fish-only
96,0.0009296875,fish-only
192,0.001310546875,fish-only
384,0.0003291015625,fish-only
768,4.833984375e-05,fish-only
1536,7.080078125e-06,fish-only
3072,2.44140625e-07,fish-only
48,0.0002421875,fish-only
96,0.00048046875,fish-only
192,0.001056640625,fish-only
384,0.0003125,fish-only
768,8.3984375e-05,fish-only
1536,8.30078125e-06,fish-only
48,0.000765625,fish-only
96,0.000640625,fish-only
192,0.0018671875,fish-only
384,0.001099609375,fish-only
768,0.0001533203125,fish-only
1536,1.123046875e-05,fish-only
48,0.00059375,fish-only
96,0.00282421875,fish-only
192,0.00300390625,fish-only
384,0.0004072265625,fish-only
768,5.859375e-05,fish-only
1536,3.41796875e-06,fish-only
48,6.25e-05,fish-only
96,3.125e-05,fish-only
192,1.5625e-05,fish-only
48,0.00025,fish-only
96,9.375e-05,fish-only
192,6.25e-05,fish-only
384,7.8125e-06,fish-only
48,0.000125,fish-only
96,0.00015625,fish-only
192,9.375e-05,fish-only
384,6.25e-05,fish-only
768,3.90625e-06,fish-only
48,6.25e-05,fish-only
96,0.00015625,fish-only
192,4.6875e-05,fish-only
384,3.125e-05,fish-only
768,3.90625e-06,fish-only
48,0.00218092105263158,fish-only
96,0.00391611842105263,fish-only
192,0.00155263157894737,fish-only
384,0.000138980263157895,fish-only
768,6.3733552631579e-05,fish-only
1536,1.84004934210526e-05,fish-only
3072,5.13980263157895e-07,fish-only
6144,2.56990131578947e-08,fish-only
12288,1.28495065789474e-08,fish-only
98304,1.60618832236842e-09,fish-only
48,0.00236931818181818,fish-only
96,0.00444318181818182,fish-only
192,0.00144673295454545,fish-only
384,0.000251065340909091,fish-only
768,8.86008522727273e-05,fish-only
1536,2.36150568181818e-05,fish-only
3072,5.63742897727273e-06,fish-only
6144,7.10227272727273e-07,fish-only
12288,3.21821732954545e-07,fish-only
48,0.00253333333333333,fish-only
96,0.003125,fish-only
192,0.00120833333333333,fish-only
384,0.000280729166666667,fish-only
768,4.296875e-05,fish-only
1536,4.03645833333333e-06,fish-only
3072,5.859375e-06,fish-only
6144,9.765625e-08,fish-only
12288,1.62760416666667e-08,fish-only
24576,8.13802083333333e-09,fish-only
196608,1.01725260416667e-09,fish-only
48,0.00204605263157895,fish-only
96,0.00853618421052632,fish-only
192,0.00107401315789474,fish-only
384,0.000112253289473684,fish-only
768,2.32319078947368e-05,fish-only
1536,1.55222039473684e-05,fish-only
3072,8.73766447368421e-07,fish-only
6144,2.08162006578947e-06,fish-only
24576,3.21237664473684e-08,fish-only
49152,6.42475328947369e-09,fish-only
48,0.00476704545454545,fish-only
96,0.00335227272727273,fish-only
192,0.00113352272727273,fish-only
384,0.000234375,fish-only
768,4.58096590909091e-05,fish-only
1536,5.94815340909091e-06,fish-only
3072,3.99502840909091e-07,fish-only
6144,2.21946022727273e-08,fish-only
12288,3.32919034090909e-08,fish-only
24576,1.66459517045455e-08,fish-only
49152,5.54865056818182e-09,fish-only
48,0.00203308823529412,fish-only
96,0.00248345588235294,fish-only
192,0.000455882352941176,fish-only
384,0.000141544117647059,fish-only
768,3.74540441176471e-05,fish-only
1536,4.35431985294118e-05,fish-only
3072,2.11971507352941e-05,fish-only
6144,2.87224264705882e-08,fish-only
12288,2.87224264705882e-08,fish-only
24576,2.15418198529412e-08,fish-only
98304,1.79515165441177e-09,fish-only
48,0.00208333333333333,fish-only
96,0.00302777777777778,fish-only
192,0.000493923611111111,fish-only
384,9.72222222222222e-05,fish-only
768,6.20659722222222e-05,fish-only
1536,7.56293402777778e-05,fish-only
3072,1.72526041666667e-05,fish-only
6144,4.06901041666667e-07,fish-only
12288,1.35633680555556e-08,fish-only
24576,2.03450520833333e-08,fish-only
48,0.00369836956521739,fish-only
96,0.00396603260869565,fish-only
192,0.00142934782608696,fish-only
384,0.000494225543478261,fish-only
768,5.45176630434783e-05,fish-only
1536,3.60054347826087e-05,fish-only
3072,1.51154891304348e-05,fish-only
6144,1.91066576086957e-07,fish-only
12288,6.36888586956522e-08,fish-only
24576,1.06148097826087e-08,fish-only
49152,1.06148097826087e-08,fish-only
98304,1.32685122282609e-09,fish-only
48,0.00170454545454545,fish-only
96,0.00157244318181818,fish-only
192,0.000486505681818182,fish-only
384,0.000120028409090909,fish-only
768,5.04261363636364e-05,fish-only
1536,4.36789772727273e-05,fish-only
3072,3.37357954545455e-06,fish-only
6144,2.21946022727273e-08,fish-only
48,0.00258522727272727,fish-only
96,0.00253835227272727,fish-only
192,0.000612215909090909,fish-only
384,0.000143110795454545,fish-only
768,4.42116477272727e-05,fish-only
1536,1.51811079545455e-05,fish-only
3072,2.26384943181818e-06,fish-only
6144,1.10973011363636e-07,fish-only
12288,1.10973011363636e-08,fish-only
24576,5.54865056818182e-09,fish-only
393216,3.46790660511364e-10,fish-only
48,0.002,fish-only
96,0.00437171052631579,fish-only
192,0.00224259868421053,fish-only
384,0.00148314144736842,fish-only
768,0.000150904605263158,fish-only
1536,4.22491776315789e-05,fish-only
3072,1.32606907894737e-05,fish-only
6144,3.26377467105263e-06,fish-only
12288,3.34087171052632e-07,fish-only
24576,6.42475328947369e-09,fish-only
49152,3.21237664473684e-09,fish-only
98304,1.60618832236842e-09,fish-only
48,0.00225,fish-only
96,0.00152994791666667,fish-only
192,0.000384765625,fish-only
384,0.000102213541666667,fish-only
768,3.62955729166667e-05,fish-only
1536,8.95182291666667e-06,fish-only
3072,4.8828125e-07,fish-only
48,0.001375,fish-only
96,0.00654583333333333,fish-only
192,0.00150104166666667,fish-only
384,0.000321875,fish-only
768,6.5625e-05,fish-only
1536,0.000126171875,fish-only
3072,1.62760416666667e-05,fish-only
6144,3.515625e-06,fish-only
49152,4.06901041666667e-09,fish-only
98304,2.03450520833333e-09,fish-only
48,0.00146875,fish-only
96,0.002875,fish-only
192,0.000589285714285714,fish-only
384,0.000196986607142857,fish-only
768,2.84598214285714e-05,fish-only
1536,9.90513392857143e-06,fish-only
3072,5.51060267857143e-06,fish-only
12288,6.97544642857143e-08,fish-only
24576,1.48228236607143e-07,fish-only
49152,6.97544642857143e-08,fish-only
98304,3.26974051339286e-08,fish-only
196608,2.17982700892857e-09,fish-only
48,0.00326785714285714,fish-only
96,0.005375,fish-only
192,0.000988839285714286,fish-only
384,0.000181919642857143,fish-only
768,3.62723214285714e-05,fish-only
1536,1.53459821428571e-05,fish-only
3072,6.27790178571429e-07,fish-only
12288,1.74386160714286e-08,fish-only
24576,1.30789620535714e-07,fish-only
49152,1.74386160714286e-08,fish-only
98304,8.71930803571429e-09,fish-only
48,0.00252083333333333,fish-only
96,0.00286458333333333,fish-only
192,0.000809895833333333,fish-only
384,0.0001796875,fish-only
768,5.98958333333333e-05,fish-only
1536,1.123046875e-05,fish-only
3072,3.25520833333333e-07,fish-only
6144,2.44140625e-07,fish-only
12288,2.03450520833333e-08,fish-only
24576,2.03450520833333e-08,fish-only
49152,5.08626302083333e-09,fish-only
98304,2.54313151041667e-09,fish-only
393216,6.35782877604167e-10,fish-only
48,0.00258928571428571,fish-only
96,0.00467633928571429,fish-only
192,0.0009453125,fish-only
384,0.000239397321428571,fish-only
768,5.58035714285714e-05,fish-only
1536,2.58091517857143e-05,fish-only
3072,2.58091517857143e-06,fish-only
6144,3.48772321428571e-08,fish-only
48,0.00305803571428571,fish-only
96,0.00837276785714286,fish-only
192,0.00212053571428571,fish-only
384,0.000179129464285714,fish-only
768,4.46428571428571e-05,fish-only
1536,1.72991071428571e-05,fish-only
3072,4.39453125e-06,fish-only
6144,1.74386160714286e-07,fish-only
12288,3.48772321428571e-08,fish-only
24576,1.74386160714286e-08,fish-only
48,0.00142647058823529,fish-only
96,0.00386764705882353,fish-only
192,0.000748161764705882,fish-only
384,0.000140165441176471,fish-only
768,2.09099264705882e-05,fish-only
1536,4.02113970588235e-06,fish-only
3072,5.17003676470588e-07,fish-only
6144,8.61672794117647e-08,fish-only
12288,1.43612132352941e-08,fish-only
48,0.00141911764705882,fish-only
96,0.00426654411764706,fish-only
192,0.0009375,fish-only
384,0.000166819852941176,fish-only
768,4.50367647058824e-05,fish-only
1536,3.44669117647059e-06,fish-only
3072,4.02113970588235e-07,fish-only
6144,8.61672794117647e-08,fish-only
48,0.00219140625,fish-only
96,0.002240234375,fish-only
192,0.0010341796875,fish-only
384,0.0001748046875,fish-only
768,6.0302734375e-05,fish-only
1536,1.5380859375e-05,fish-only
3072,2.3193359375e-06,fish-only
6144,3.35693359375e-07,fish-only
786432,2.38418579101563e-10,fish-only
48,0.001125,fish-only
96,0.00108333333333333,fish-only
192,0.000414583333333333,fish-only
384,8.69791666666667e-05,fish-only
768,3.07291666666667e-05,fish-only
1536,4.81770833333333e-06,fish-only
3072,6.51041666666667e-07,fish-only
6144,9.765625e-08,fish-only
48,0.00262152777777778,fish-only
96,0.00234027777777778,fish-only
192,0.0029765625,fish-only
384,0.000121961805555556,fish-only
768,3.125e-05,fish-only
1536,6.4453125e-05,fish-only
3072,1.50282118055556e-05,fish-only
6144,2.14301215277778e-06,fish-only
12288,8.13802083333333e-08,fish-only
24576,1.35633680555556e-08,fish-only
98304,1.69542100694444e-09,fish-only
48,0.002528125,fish-only
