lat_zone,name,value,lat_zone_ordered,name_ordered
Temperate,slope_fish,-2.16076182028911,Temperate,slope_fish
Temperate,slope_comb,-2.00127696966605,Temperate,slope_comb
Temperate,slope_fish,-1.8814389543257,Temperate,slope_fish
Temperate,slope_comb,-2.07896339710162,Temperate,slope_comb
Temperate,slope_fish,-1.87994328526159,Temperate,slope_fish
Temperate,slope_comb,-2.14209139156822,Temperate,slope_comb
Temperate,slope_fish,-2.22946193223229,Temperate,slope_fish
Temperate,slope_comb,-2.24129455080864,Temperate,slope_comb
Temperate,slope_fish,-2.3363358731803,Temperate,slope_fish
Temperate,slope_comb,-2.10943490833203,Temperate,slope_comb
Temperate,slope_fish,-2.14905259966135,Temperate,slope_fish
Temperate,slope_comb,-2.11012869786063,Temperate,slope_comb
