ecoregion,bin_mid,norm_density,fit,ecoregion_trim,site_id
Cortezian,48,0.00425,0.00473112094476879,Cortezian,1422
Cortezian,48,0.01021875,0.017787339748094,Cortezian,1423
Cortezian,48,0.01396875,0.0242204567629926,Cortezian,1424
Cortezian,48,0.0095625,0.0312698314767358,Cortezian,1425
Cortezian,48,0.037875,0.0224953295824723,Cortezian,1426
Cortezian,48,0.0388125,0.0210598474164985,Cortezian,1427
Cortezian,48,0.169125,0.0373843793950552,Cortezian,1428
Cortezian,48,0.18653125,0.0298166982926867,Cortezian,1429
Cortezian,48,0.19925,0.0562441366355344,Cortezian,1430
Cortezian,48,0.067,0.02485633777562,Cortezian,1431
Cortezian,48,0.1828125,0.0512021477641994,Cortezian,1432
Cortezian,48,0.00702083333333333,0.00914017761428541,Cortezian,1433
South Australian Gulfs,48,0.0009375,0.00308740469408762,South Australian...,1434
South Australian Gulfs,48,0.004015625,0.00547357110380311,South Australian...,1435
South Australian Gulfs,48,0.00205,0.00417044998547811,South Australian...,1436
South Australian Gulfs,48,0.004875,0.0145156965979173,South Australian...,1437
South Australian Gulfs,48,0.0046875,0.00541671879042649,South Australian...,1438
South Australian Gulfs,48,0.00195833333333333,0.00233656527063926,South Australian...,1439
South Australian Gulfs,48,0.0046875,0.00464403492058851,South Australian...,1440
South Australian Gulfs,48,0.0002265625,0.000794544552017235,South Australian...,1441
Western Bassian,48,0.01186328125,0.0110259473339831,Western Bassian,1442
Western Bassian,48,0.00678645833333333,0.0089142713310485,Western Bassian,1443
South Australian Gulfs,48,0.00175,0.00294163351450681,South Australian...,1444
Western Bassian,48,0.002984375,0.00622261411457444,Western Bassian,1445
South Australian Gulfs,48,0.001484375,0.00213764372845318,South Australian...,1446
South Australian Gulfs,48,0.000875,0.00167430954732523,South Australian...,1447
South Australian Gulfs,48,0.0057421875,0.00954399229436688,South Australian...,1448
South Australian Gulfs,48,7.03125e-05,0.000262290045576362,South Australian...,1449
South Australian Gulfs,48,0.0006484375,0.00121534548586958,South Australian...,1450
South Australian Gulfs,48,0.0004765625,0.00093409498185943,South Australian...,1451
South Australian Gulfs,48,0.00178125,0.0037552080909472,South Australian...,1452
South Australian Gulfs,48,0.0008125,0.0016990056008792,South Australian...,1453
Western Bassian,48,0.002890625,0.00491974912784553,Western Bassian,1454
Western Bassian,48,0.00453125,0.00683046815082198,Western Bassian,1455
Western Bassian,48,0.0015078125,0.00416798003110374,Western Bassian,1456
Western Bassian,48,0.0005078125,0.00132270981591699,Western Bassian,1457
Western Bassian,48,0.0004609375,0.00152306634979553,Western Bassian,1458
South Australian Gulfs,48,0.01790625,0.0151545474656679,South Australian...,1459
South Australian Gulfs,48,0.002453125,0.00374361799755553,South Australian...,1460
South Australian Gulfs,48,0.003828125,0.00403984756590628,South Australian...,1461
South Australian Gulfs,48,0.00114453125,0.00157165340945857,South Australian...,1462
South Australian Gulfs,48,0.00137890625,0.00253790006149478,South Australian...,1463
South Australian Gulfs,48,0.0011015625,0.00227867497897134,South Australian...,1464
South Australian Gulfs,48,0.000875,0.00203144685673038,South Australian...,1465
South Australian Gulfs,48,0.00188125,0.00781880419046979,South Australian...,1466
South Australian Gulfs,48,0.00411328125,0.00549187602131272,South Australian...,1467
South Australian Gulfs,48,0.004475,0.00535057349056831,South Australian...,1468
South Australian Gulfs,48,0.00114453125,0.00213694196085102,South Australian...,1469
South Australian Gulfs,48,0.00515625,0.00860912030262347,South Australian...,1470
South Australian Gulfs,48,0.00608854166666667,0.00811572387049073,South Australian...,1471
South Australian Gulfs,48,0.000828125,0.00248165895489351,South Australian...,1472
South Australian Gulfs,48,0.0115,0.00756083766615518,South Australian...,1473
South Australian Gulfs,48,0.00046875,0.00168545862197481,South Australian...,1474
Western Bassian,48,0.002125,0.00599615600493249,Western Bassian,1475
South Australian Gulfs,48,0.0020625,0.00331169523349427,South Australian...,1476
South Australian Gulfs,48,0.0025625,0.00585139000445705,South Australian...,1477
Western Bassian,48,0.0026875,0.00600537773173781,Western Bassian,1478
Western Bassian,48,0.00441015625,0.0117059387268185,Western Bassian,1479
South Australian Gulfs,48,0.000854166666666667,0.00324999561796442,South Australian...,1480
South Australian Gulfs,48,0.00196875,0.00596688845372478,South Australian...,1481
South Australian Gulfs,48,0.000761363636363636,0.0064532340285322,South Australian...,1482
South Australian Gulfs,48,0.0024765625,0.00747147206629539,South Australian...,1483
South Australian Gulfs,48,0.0015546875,0.00736356194003538,South Australian...,1484
South Australian Gulfs,48,0.00118229166666667,0.00330930701232641,South Australian...,1485
South Australian Gulfs,48,0.00152734375,0.00610012960081954,South Australian...,1486
South Australian Gulfs,48,0.00244396551724138,0.0047896467666805,South Australian...,1487
South Australian Gulfs,48,0.00109375,0.00234396108488087,South Australian...,1488
South Australian Gulfs,48,0.000328125,0.00311001245334736,South Australian...,1489
Western Bassian,48,0.0032421875,0.00565598508287711,Western Bassian,1490
South Australian Gulfs,48,0.000979166666666667,0.00210458204495922,South Australian...,1491
Western Bassian,48,0.0027734375,0.00500482448285574,Western Bassian,1492
South Australian Gulfs,48,0.00172767857142857,0.00314502599407299,South Australian...,1493
Western Bassian,48,0.00897265625,0.00920333109771769,Western Bassian,1494
South Australian Gulfs,48,0.00111458333333333,0.00219910398686568,South Australian...,1495
South Australian Gulfs,48,0.000578125,0.00152375901769251,South Australian...,1496
South Australian Gulfs,48,0.0013125,0.00245079722257515,South Australian...,1497
South Australian Gulfs,48,0.000734375,0.00239049457033129,South Australian...,1498
South Australian Gulfs,48,0.0007265625,0.00240791281146063,South Australian...,1499
South Australian Gulfs,48,0.0010625,0.0019611880379273,South Australian...,1500
South Australian Gulfs,48,0.0012109375,0.00227419560075238,South Australian...,1501
South Australian Gulfs,48,0.005234375,0.00533051387422323,South Australian...,1502
South Australian Gulfs,48,0.002125,0.00950439723078176,South Australian...,1503
South Australian Gulfs,48,0.0030078125,0.00847190618766878,South Australian...,1504
South Australian Gulfs,48,0.001578125,0.00541768800325353,South Australian...,1505
South Australian Gulfs,48,0.0017578125,0.00379688396135054,South Australian...,1506
South Australian Gulfs,48,0.0018828125,0.00597208544778247,South Australian...,1507
South Australian Gulfs,48,0.0014375,0.00656669320754074,South Australian...,1508
South Australian Gulfs,48,0.0015625,0.0055363466719924,South Australian...,1509
South Australian Gulfs,48,0.00184375,0.0072533456784149,South Australian...,1510
South Australian Gulfs,48,0.00159375,0.00540844459714256,South Australian...,1511
South Australian Gulfs,48,0.00273958333333333,0.00733384703990705,South Australian...,1512
South Australian Gulfs,48,0.00065625,0.00802672877956091,South Australian...,1513
South Australian Gulfs,48,0.0049375,0.00850983894844273,South Australian...,1514
South Australian Gulfs,48,0.001578125,0.00412177537869808,South Australian...,1515
South Australian Gulfs,48,0.00178125,0.00772080434825391,South Australian...,1516
South Australian Gulfs,48,0.001578125,0.00691424091820531,South Australian...,1517
South Australian Gulfs,48,0.00115625,0.00266820669325568,South Australian...,1518
South Australian Gulfs,48,0.00100694444444444,0.00561982937863911,South Australian...,1519
South Australian Gulfs,48,0.000854166666666667,0.00436550919243063,South Australian...,1520
South Australian Gulfs,48,0.00159375,0.00504041422406174,South Australian...,1521
South Australian Gulfs,48,0.001796875,0.00437271687282605,South Australian...,1522
South Australian Gulfs,48,0.0018125,0.00458284675775171,South Australian...,1523
South Australian Gulfs,48,0.001765625,0.00340090351619938,South Australian...,1524
South Australian Gulfs,48,5e-04,0.00291855457572985,South Australian...,1525
South Australian Gulfs,48,0.0020625,0.00453091684953968,South Australian...,1526
South Australian Gulfs,48,0.00078125,0.00257259663336465,South Australian...,1527
South Australian Gulfs,48,0.0020625,0.0044324276398786,South Australian...,1528
South Australian Gulfs,48,0.00425,0.014438696920584,South Australian...,1529
South Australian Gulfs,48,0.00729166666666667,0.00627644127892065,South Australian...,1530
South Australian Gulfs,48,0.00229166666666667,0.00334439035978263,South Australian...,1531
South Australian Gulfs,48,0.0032109375,0.00832038377237091,South Australian...,1532
South Australian Gulfs,48,0.001921875,0.0088220853686584,South Australian...,1533
South Australian Gulfs,48,0.0036328125,0.00883413254714729,South Australian...,1534
South Australian Gulfs,48,0.0016875,0.00784778695997102,South Australian...,1535
South Australian Gulfs,48,0.000828125,0.00233289960559731,South Australian...,1536
South Australian Gulfs,48,0.0044375,0.0111719793521829,South Australian...,1537
South Australian Gulfs,48,0.0013125,0.00351513590004625,South Australian...,1538
South Australian Gulfs,48,0.00377445652173913,0.00590236533598244,South Australian...,1539
South Australian Gulfs,48,0.00402083333333333,0.00545769567627724,South Australian...,1540
South Australian Gulfs,48,0.000666666666666667,0.00153458736676369,South Australian...,1541
South Australian Gulfs,48,0.000895833333333333,0.00248354245786393,South Australian...,1542
South Australian Gulfs,48,0.000375,0.000766631651768144,South Australian...,1543
South Australian Gulfs,48,0.00075,0.00160153325087733,South Australian...,1544
Hawaii,48,0.0501875,0.0309059519923116,Hawaii,1545
Hawaii,48,0.240625,0.033644801603575,Hawaii,1546
Hawaii,48,0.0081875,0.00517321485265736,Hawaii,1547
Hawaii,48,0.00675,0.00859112872786852,Hawaii,1548
Hawaii,48,0.0029375,0.00489245712402774,Hawaii,1549
Hawaii,48,0.0269375,0.0126294103816975,Hawaii,1550
Hawaii,48,0.1424375,0.0376230580041796,Hawaii,1551
Hawaii,48,0.2095,0.047243166444911,Hawaii,1552
Hawaii,48,0.01225,0.0146476402835762,Hawaii,1553
Southern China,48,0.01534375,0.014350964343028,Southern China,1554
Southern China,48,0.02390625,0.0201050340139965,Southern China,1555
Southern China,48,0.005125,0.0031820898830542,Southern China,1556
Southern China,48,0.0124375,0.0112755916074402,Southern China,1557
Southern China,48,0.015375,0.0193392103330648,Southern China,1558
Southern China,48,0.00153125,0.0023237144730484,Southern China,1559
Southern China,48,0.04096875,0.0199830739456624,Southern China,1560
Bassian,48,6.25e-05,0.000403400462450987,Bassian,1561
Chiloense,48,0.0265625,0.045404274093527,Chiloense,1562
Chiloense,48,0.0121875,0.0152487650609705,Chiloense,1563
Chiloense,48,0.144541666666667,0.0794504430447792,Chiloense,1564
Chiloense,48,0.11890625,0.0252466969504715,Chiloense,1565
Chiloense,48,0.034125,0.0394503327353562,Chiloense,1566
Chiloense,48,0.5061875,0.200240039608298,Chiloense,1567
Chiloense,48,0.354,0.0569171670952584,Chiloense,1568
Chiloense,48,0.2811875,0.112402724629853,Chiloense,1569
Chiloense,48,0.057375,0.0381246849163305,Chiloense,1570
Celtic Seas,48,0.001375,0.00212776023608101,Celtic Seas,1571
Celtic Seas,48,0.000625,0.00141857969919677,Celtic Seas,1572
Celtic Seas,48,0.0010625,0.00177283989985507,Celtic Seas,1573
Celtic Seas,48,0.00075,0.00105653155324515,Celtic Seas,1574
Celtic Seas,48,0.0014375,0.00149415333671361,Celtic Seas,1575
Adriatic Sea,48,0.0001875,0.000472804410755588,Adriatic Sea,1576
Adriatic Sea,48,0.0014375,0.00127065497351118,Adriatic Sea,1577
Central Kuroshio Current,48,0.00240625,0.00316863811880256,Central Kuroshio...,1578
South Kuroshio,48,0.0026875,0.00597676184609589,South Kuroshio,1579
South Kuroshio,48,0.0034375,0.00544301836569006,South Kuroshio,1580
South Kuroshio,48,0.0035,0.00795072147969962,South Kuroshio,1581
Central Kuroshio Current,48,0.0106875,0.0219113739385604,Central Kuroshio...,1582
Central Kuroshio Current,48,0.00139583333333333,0.0047450235583921,Central Kuroshio...,1583
Central Kuroshio Current,48,0.00428125,0.00624880186315088,Central Kuroshio...,1584
Central Kuroshio Current,48,0.0206875,0.0184414952150067,Central Kuroshio...,1585
Central Kuroshio Current,48,0.0035625,0.00592240537907302,Central Kuroshio...,1586
Sea of Japan/East Sea,48,0.000375,0.000760878871508076,Sea of Japan/Eas...,1587
Sea of Japan/East Sea,48,0.000375,0.000720146691356292,Sea of Japan/Eas...,1588
Central Kuroshio Current,48,0.00758333333333333,0.0109639986270576,Central Kuroshio...,1589
Sea of Japan/East Sea,48,0.00078125,0.00125185067344533,Sea of Japan/Eas...,1590
Sea of Japan/East Sea,48,0.00084375,0.00115490269391198,Sea of Japan/Eas...,1591
Sea of Japan/East Sea,48,0.00503125,0.00331710444760723,Sea of Japan/Eas...,1592
Sea of Japan/East Sea,48,0.0074375,0.00213939593291716,Sea of Japan/Eas...,1593
Oyashio Current,48,0.038,0.0240550405926773,Oyashio Current,1594
Oyashio Current,48,0.10128125,0.0420565257032241,Oyashio Current,1595
Oyashio Current,48,0.001125,0.00460505589255265,Oyashio Current,1596
Oyashio Current,48,0.1310625,0.049194749566154,Oyashio Current,1597
Oyashio Current,48,0.0545625,0.0298746663521019,Oyashio Current,1598
Central Kuroshio Current,48,0.00608333333333333,0.00599746299089888,Central Kuroshio...,1599
Central Kuroshio Current,48,0.0071875,0.0113404835660695,Central Kuroshio...,1600
South Kuroshio,48,0.0045625,0.00700600106775658,South Kuroshio,1601
South Kuroshio,48,0.0029375,0.00669462326568483,South Kuroshio,1602
South Kuroshio,48,0.004,0.00404029187415245,South Kuroshio,1603
South Kuroshio,48,0.02525,0.00569318051884779,South Kuroshio,1604
South Kuroshio,48,0.0045625,0.00696841779466251,South Kuroshio,1605
Cape Howe,48,0.043984375,0.0296960734295208,Cape Howe,1606
Cape Howe,48,0.0317875,0.0326548269683703,Cape Howe,1607
Cape Howe,48,0.014695,0.0263711467545365,Cape Howe,1608
Cape Howe,48,0.06796875,0.0390646594564632,Cape Howe,1609
Cape Howe,48,0.16909375,0.0448432883819176,Cape Howe,1610
Cape Howe,48,0.044025,0.0476951403739288,Cape Howe,1611
Cape Howe,48,0.0429761904761905,0.039346765822377,Cape Howe,1612
Cape Howe,48,0.0451458333333333,0.0367330939080796,Cape Howe,1613
Cape Howe,48,0.037795,0.0314420543034821,Cape Howe,1614
Cape Howe,48,0.0275913461538462,0.0337837436190413,Cape Howe,1615
Cape Howe,48,0.12521875,0.0871615441660689,Cape Howe,1616
Cape Howe,48,0.029875,0.0351279332193777,Cape Howe,1617
Cape Howe,48,0.0688333333333334,0.0367102939969513,Cape Howe,1618
Cape Howe,48,0.046578125,0.0419854197452478,Cape Howe,1619
Cape Howe,48,0.0318219696969697,0.0401034835366539,Cape Howe,1620
Cape Howe,48,0.0398359375,0.0367339042796578,Cape Howe,1621
Cape Howe,48,0.0279933035714286,0.0287777113784972,Cape Howe,1622
Cape Howe,48,0.01139453125,0.0114071820976679,Cape Howe,1623
Cape Howe,48,0.02046875,0.020520410778851,Cape Howe,1624
Cape Howe,48,0.0307890625,0.0134335839202008,Cape Howe,1625
Cape Howe,48,0.0107395833333333,0.0222917971661926,Cape Howe,1626
Cape Howe,48,0.03315625,0.0291792082376626,Cape Howe,1627
Cape Howe,48,0.0151875,0.0279935407722328,Cape Howe,1628
Cape Howe,48,0.0248125,0.0233331133995686,Cape Howe,1629
Cape Howe,48,0.0262916666666667,0.0313074736834778,Cape Howe,1630
Cape Howe,48,0.012675,0.0184944454735083,Cape Howe,1631
Cape Howe,48,0.0538125,0.0790193290404382,Cape Howe,1632
Cape Howe,48,0.00196875,0.00588523956639107,Cape Howe,1633
Cape Howe,48,0.0507708333333333,0.0428914911852688,Cape Howe,1634
Cape Howe,48,0.020234375,0.0160643243163262,Cape Howe,1635
Cape Howe,48,0.0518645833333333,0.0499560036256718,Cape Howe,1636
Cape Howe,48,0.016,0.0186126723330693,Cape Howe,1637
Cape Howe,48,0.02025,0.0265764396302133,Cape Howe,1638
Cape Howe,48,0.033875,0.0297857386683113,Cape Howe,1639
Cape Howe,48,0.0237613636363636,0.0310887875270584,Cape Howe,1640
Cape Howe,48,0.0171375,0.0293289405392156,Cape Howe,1641
Cape Howe,48,0.0354322916666667,0.0262058973496971,Cape Howe,1642
Cape Howe,48,0.00466071428571429,0.00672591960377677,Cape Howe,1643
Cape Howe,48,0.0267375,0.0252978360141693,Cape Howe,1644
Cape Howe,48,0.0374855769230769,0.0488801457730019,Cape Howe,1645
Cape Howe,48,0.0211875,0.0283678475655668,Cape Howe,1646
Cape Howe,48,0.000125,0.00567954363949558,Cape Howe,1647
Cape Howe,48,0.0183125,0.0277676103001203,Cape Howe,1648
Cape Howe,48,0.026875,0.0535507268583743,Cape Howe,1649
Cape Howe,48,0.0237631578947368,0.0298266066471081,Cape Howe,1650
Cape Howe,48,0.0048125,0.00993861956815527,Cape Howe,1651
Cape Howe,48,0.0115,0.0150495025061091,Cape Howe,1652
Cape Howe,48,0.032015625,0.0369534757048458,Cape Howe,1653
Cape Howe,48,0.0286875,0.0328856323122433,Cape Howe,1654
Cape Howe,48,0.017125,0.0285006728291148,Cape Howe,1655
Cape Howe,48,0.0270625,0.0213128915959787,Cape Howe,1656
Cape Howe,48,0.021453125,0.0207094560383209,Cape Howe,1657
Cape Howe,48,0.02621875,0.026126869739538,Cape Howe,1658
Cape Howe,48,0.00303125,0.00701411277624832,Cape Howe,1659
Cape Howe,48,0.015875,0.0213972094993087,Cape Howe,1660
Cape Howe,48,0.025328125,0.0372678871176411,Cape Howe,1661
Houtman,48,0.00266666666666667,0.00386440028425244,Houtman,1662
Houtman,48,0.0021875,0.00287657189039259,Houtman,1663
Houtman,48,0.006025,0.00927561960660882,Houtman,1664
Houtman,48,0.0021125,0.00219258704623236,Houtman,1665
Houtman,48,0.00619791666666667,0.0077747321980794,Houtman,1666
Houtman,48,0.00251041666666667,0.0031678546949787,Houtman,1667
Kermadec Island,48,0.0154375,0.0130372427836848,Kermadec Island,1668
Kermadec Island,48,0.0333125,0.0467799392735808,Kermadec Island,1669
Kermadec Island,48,0.00640625,0.0122202706574151,Kermadec Island,1670
Kermadec Island,48,0.01071875,0.0120478935562873,Kermadec Island,1671
Kermadec Island,48,0.0393125,0.034471273383826,Kermadec Island,1672
Kermadec Island,48,0.0342708333333333,0.0325998952977356,Kermadec Island,1673
Kermadec Island,48,0.0155,0.012058406174317,Kermadec Island,1674
Kermadec Island,48,0.0184375,0.0135363623211825,Kermadec Island,1675
Kermadec Island,48,0.0118125,0.0114249378120219,Kermadec Island,1676
Kermadec Island,48,0.05275,0.0378753410701037,Kermadec Island,1677
Kermadec Island,48,0.04390625,0.0381314751404057,Kermadec Island,1678
Kermadec Island,48,0.0185625,0.0260510940017363,Kermadec Island,1679
Kermadec Island,48,0.01059375,0.0267029546593233,Kermadec Island,1680
Kermadec Island,48,0.0099375,0.0165896552694573,Kermadec Island,1681
Cape Howe,48,0.0020625,0.00585322423725946,Cape Howe,1682
Cape Howe,48,0.003984375,0.0149721382673576,Cape Howe,1683
Cape Howe,48,0.017171875,0.0271101407822492,Cape Howe,1684
Cape Howe,48,0.006125,0.0150078852878408,Cape Howe,1685
Cape Howe,48,0.00590625,0.0129843055091707,Cape Howe,1686
Cape Howe,48,0.00315625,0.010173955204639,Cape Howe,1687
Cape Howe,48,0.00878125,0.0211094051649564,Cape Howe,1688
Cape Howe,48,0.0239921875,0.0311902026549174,Cape Howe,1689
Western Bassian,48,0.004125,0.0039823552063361,Western Bassian,1690
Western Bassian,48,0.0111875,0.0110591301487433,Western Bassian,1691
Western Bassian,48,0.011875,0.00910856473761427,Western Bassian,1692
Western Bassian,48,0.0035625,0.00428754525589391,Western Bassian,1693
Lord Howe and Norfolk Islands,48,0.0159539473684211,0.0183329403750216,Lord Howe and No...,1694
Lord Howe and Norfolk Islands,48,0.0410965909090909,0.0362588295281122,Lord Howe and No...,1695
Lord Howe and Norfolk Islands,48,0.016475,0.0211563899877853,Lord Howe and No...,1696
Lord Howe and Norfolk Islands,48,0.0327072368421053,0.0290808053989514,Lord Howe and No...,1697
Lord Howe and Norfolk Islands,48,0.00982954545454545,0.0105816751112545,Lord Howe and No...,1698
Lord Howe and Norfolk Islands,48,0.00572058823529412,0.0100726928130632,Lord Howe and No...,1699
Lord Howe and Norfolk Islands,48,0.0140590277777778,0.0209985586959434,Lord Howe and No...,1700
Lord Howe and Norfolk Islands,48,0.0247336956521739,0.0276620814229151,Lord Howe and No...,1701
Lord Howe and Norfolk Islands,48,0.0178039772727273,0.0202736986265438,Lord Howe and No...,1702
Lord Howe and Norfolk Islands,48,0.0388892045454546,0.0395089570259261,Lord Howe and No...,1703
Lord Howe and Norfolk Islands,48,0.0377697368421053,0.0531644128667794,Lord Howe and No...,1704
Lord Howe and Norfolk Islands,48,0.020046875,0.0223752773804653,Lord Howe and No...,1705
Lord Howe and Norfolk Islands,48,0.0405666666666667,0.0462146875860378,Lord Howe and No...,1706
Lord Howe and Norfolk Islands,48,0.0147053571428571,0.0135869042764803,Lord Howe and No...,1707
Lord Howe and Norfolk Islands,48,0.0231071428571429,0.0175326676231667,Lord Howe and No...,1708
Lord Howe and Norfolk Islands,48,0.020234375,0.017064607939065,Lord Howe and No...,1709
Lord Howe and Norfolk Islands,48,0.0155535714285714,0.0171916108492242,Lord Howe and No...,1710
Lord Howe and Norfolk Islands,48,0.0186473214285714,0.0164219302650956,Lord Howe and No...,1711
Lord Howe and Norfolk Islands,48,0.00966176470588235,0.00697951112207829,Lord Howe and No...,1712
Lord Howe and Norfolk Islands,48,0.0086875,0.00707439664345554,Lord Howe and No...,1713
Lord Howe and Norfolk Islands,48,0.0343359375,0.025416560642486,Lord Howe and No...,1714
Lord Howe and Norfolk Islands,48,0.0226208333333333,0.0213892434192821,Lord Howe and No...,1715
Lord Howe and Norfolk Islands,48,0.0199513888888889,0.039419380074165,Lord Howe and No...,1716
Lord Howe and Norfolk Islands,48,0.025153125,0.0366242045918772,Lord Howe and No...,1717
Lord Howe and Norfolk Islands,48,0.0143705357142857,0.0188815626809341,Lord Howe and No...,1718
Lord Howe and Norfolk Islands,48,0.0162678571428571,0.0308142492384999,Lord Howe and No...,1719
Lord Howe and Norfolk Islands,48,0.00519196428571429,0.00973585259298148,Lord Howe and No...,1720
Lord Howe and Norfolk Islands,48,0.0193125,0.0211843702433799,Lord Howe and No...,1721
Lord Howe and Norfolk Islands,48,0.0217875,0.0267378816112256,Lord Howe and No...,1722
Lord Howe and Norfolk Islands,48,0.01059375,0.0128645507312911,Lord Howe and No...,1723
Lord Howe and Norfolk Islands,48,0.0244609375,0.0264558218924022,Lord Howe and No...,1724
Lord Howe and Norfolk Islands,48,0.008503125,0.00821161343810692,Lord Howe and No...,1725
Lord Howe and Norfolk Islands,48,0.02196484375,0.0235408327402946,Lord Howe and No...,1726
Lord Howe and Norfolk Islands,48,0.0209453125,0.0309744812960025,Lord Howe and No...,1727
Lord Howe and Norfolk Islands,48,0.0141654411764706,0.0123776210634039,Lord Howe and No...,1728
Lord Howe and Norfolk Islands,48,0.0624230769230769,0.0877170238831736,Lord Howe and No...,1729
Lord Howe and Norfolk Islands,48,0.0400234375,0.0420776716434334,Lord Howe and No...,1730
Lord Howe and Norfolk Islands,48,0.0330357142857143,0.0555457744076047,Lord Howe and No...,1731
Lord Howe and Norfolk Islands,48,0.0230267857142857,0.018364786721617,Lord Howe and No...,1732
Lord Howe and Norfolk Islands,48,0.00725,0.0116554036954063,Lord Howe and No...,1733
Lord Howe and Norfolk Islands,48,0.0276953125,0.0251312764867153,Lord Howe and No...,1734
Lord Howe and Norfolk Islands,48,0.0187259615384615,0.0278669783603926,Lord Howe and No...,1735
Lord Howe and Norfolk Islands,48,0.0378916666666667,0.0338806874783764,Lord Howe and No...,1736
Lord Howe and Norfolk Islands,48,0.0200919117647059,0.0282525046629432,Lord Howe and No...,1737
Lord Howe and Norfolk Islands,48,0.0091015625,0.0145189435722453,Lord Howe and No...,1738
Lord Howe and Norfolk Islands,48,0.01638125,0.031438830689891,Lord Howe and No...,1739
Lord Howe and Norfolk Islands,48,0.0360208333333333,0.044236308021682,Lord Howe and No...,1740
Lord Howe and Norfolk Islands,48,0.006625,0.00928027451326179,Lord Howe and No...,1741
Lord Howe and Norfolk Islands,48,0.0071875,0.009374059455777,Lord Howe and No...,1742
Lord Howe and Norfolk Islands,48,0.02303125,0.0216877143173084,Lord Howe and No...,1743
Lord Howe and Norfolk Islands,48,0.00777205882352941,0.010652574616673,Lord Howe and No...,1744
Lord Howe and Norfolk Islands,48,0.03448046875,0.0460959228954352,Lord Howe and No...,1745
Lord Howe and Norfolk Islands,48,0.0191213235294118,0.0310254714341144,Lord Howe and No...,1746
Lord Howe and Norfolk Islands,48,0.0263423913043478,0.0310205635337716,Lord Howe and No...,1747
Maldives,48,0.0058125,0.01180262919529,Maldives,1748
Maldives,48,0.022875,0.0169500289393528,Maldives,1749
Maldives,48,0.0231875,0.0294839923602695,Maldives,1750
Maldives,48,0.004875,0.0178229634603454,Maldives,1751
Maldives,48,0.003875,0.00716506612819277,Maldives,1752
Maldives,48,0.0050625,0.0121560804306658,Maldives,1753
Maldives,48,0.002,0.0144789646431486,Maldives,1754
Maldives,48,0.008,0.0113220132222606,Maldives,1755
Maldives,48,0.0336875,0.0158340870355735,Maldives,1756
Maldives,48,0.01025,0.00921515323048893,Maldives,1757
Maldives,48,0.00275,0.00641960072279207,Maldives,1758
Maldives,48,0.01075,0.0109177391247582,Maldives,1759
Ionian Sea,48,0.0003125,0.000952019867764805,Ionian Sea,1760
Tweed-Moreton,48,0.09390625,0.0290569246815575,Tweed-Moreton,1761
Tweed-Moreton,48,0.00434375,0.00742348232726981,Tweed-Moreton,1762
Tweed-Moreton,48,0.036609375,0.0371651185714497,Tweed-Moreton,1763
Tweed-Moreton,48,0.00978125,0.00524507578614086,Tweed-Moreton,1764
Tweed-Moreton,48,0.0045,0.00455821035434682,Tweed-Moreton,1765
Tweed-Moreton,48,0.423,0.123599672588922,Tweed-Moreton,1766
Tweed-Moreton,48,0.0173125,0.0381454051652177,Tweed-Moreton,1767
Tweed-Moreton,48,0.0008125,0.00566830634616467,Tweed-Moreton,1768
Western Mediterranean,48,0.002625,0.00470175734867068,Western Mediterr...,1769
Western Mediterranean,48,0.0024375,0.00185230874423701,Western Mediterr...,1770
Western Mediterranean,48,0.004,0.00591139518136678,Western Mediterr...,1771
Western Mediterranean,48,0.00440625,0.00472962643115365,Western Mediterr...,1772
Western Mediterranean,48,0.00559375,0.0064007486754112,Western Mediterr...,1773
Western Mediterranean,48,0.00434375,0.00656346969515809,Western Mediterr...,1774
Western Mediterranean,48,0.001,0.00210140997544666,Western Mediterr...,1775
Western Mediterranean,48,0.01296875,0.0107720678064399,Western Mediterr...,1776
Western Mediterranean,48,0.0145,0.00985656191646621,Western Mediterr...,1777
Western Mediterranean,48,0.0045,0.00581378571289774,Western Mediterr...,1778
Western Mediterranean,48,0.0015,0.00315555514673265,Western Mediterr...,1779
Western Mediterranean,48,0.0031875,0.00444826217165451,Western Mediterr...,1780
Western Mediterranean,48,0.00190625,0.00355026607051012,Western Mediterr...,1781
Western Mediterranean,48,0.00375,0.00577155360558061,Western Mediterr...,1782
Western Mediterranean,48,0.0060625,0.0052714130232191,Western Mediterr...,1783
Western Mediterranean,48,0.0365625,0.0266876140736831,Western Mediterr...,1784
Western Mediterranean,48,0.02075,0.0081444709325174,Western Mediterr...,1785
Western Mediterranean,48,0.03521875,0.0122233938282837,Western Mediterr...,1786
Western Mediterranean,48,0.01303125,0.00716273012702716,Western Mediterr...,1787
Western Mediterranean,48,0.023,0.00802291549250621,Western Mediterr...,1788
Western Mediterranean,48,0.0139375,0.00918622544908165,Western Mediterr...,1789
Levantine Sea,48,0.0019375,0.00119249226144427,Levantine Sea,1790
Western Mediterranean,48,0.00434375,0.00646577066202223,Western Mediterr...,1791
Levantine Sea,48,0.00046875,0.00149722924345392,Levantine Sea,1792
Levantine Sea,48,0.003,0.00255780946803362,Levantine Sea,1793
Levantine Sea,48,0.00109375,0.00244024502366008,Levantine Sea,1794
Levantine Sea,48,0.00021875,0.000387538311007104,Levantine Sea,1796
Western Mediterranean,48,0.0059375,0.00651834518945857,Western Mediterr...,1797
